@relation 'NBA2K Players'

@attribute height numeric
@attribute weight numeric
@attribute 'Open shot mid' numeric
@attribute 'Contested shot mid' numeric
@attribute 'Off dribble shot mid' numeric
@attribute 'Open shot 3pt' numeric
@attribute 'Contested shot 3pt' numeric
@attribute 'Off dribble shot 3pt' numeric
@attribute 'Shot IQ' numeric
@attribute 'Free throw' numeric
@attribute 'Offensive consistency' numeric
@attribute 'Shot close' numeric
@attribute 'Standing layup' numeric
@attribute 'Driving layup' numeric
@attribute 'Standing dunk' numeric
@attribute 'Driving dunk' numeric
@attribute 'Contact dunk' numeric
@attribute 'Draw foul' numeric
@attribute 'Post control' numeric
@attribute 'Post hook' numeric
@attribute 'Post fadeaway' numeric
@attribute Hands numeric
@attribute 'Ball control' numeric
@attribute 'Passing accuracy' numeric
@attribute 'Passing vision' numeric
@attribute 'Passing IQ' numeric
@attribute 'Speed with ball' numeric
@attribute Speed numeric
@attribute Acceleration numeric
@attribute Vertical numeric
@attribute Strength numeric
@attribute Stamina numeric
@attribute Hustle numeric
@attribute 'Overall durability' numeric
@attribute 'On-ball defense IQ' numeric
@attribute 'Low post defense IQ' numeric
@attribute 'Pick & roll defense IQ' numeric
@attribute 'Help defense IQ' numeric
@attribute 'Lateral quickness' numeric
@attribute 'Pass perception' numeric
@attribute 'Reaction time' numeric
@attribute Steal numeric
@attribute Block numeric
@attribute 'Shot contest' numeric
@attribute 'Defensive consistency' numeric
@attribute 'Offensive rebound' numeric
@attribute 'Defensive rebound' numeric
@attribute Boxout numeric
@attribute Potential numeric
@attribute Intangibles numeric
@attribute overall numeric

@data
82,237,57,44,33,27,25,25,44,58,32,71,80,64,82,72,42,37,62,59,57,74,59,29,29,27,36,62,56,63,57,77,72,82,63,72,69,76,60,42,66,36,80,69,42,63,71,64,80,52,66
81,200,69,55,48,63,47,31,64,72,32,67,73,55,82,77,32,57,45,49,38,67,57,45,28,37,45,69,57,67,38,77,82,74,57,61,59,65,62,55,57,48,65,38,47,71,69,67,75,67,66
82,247,67,47,36,59,26,26,50,70,30,58,75,46,70,65,35,62,55,67,52,80,53,27,26,26,58,65,56,75,58,80,75,82,53,60,49,67,45,40,64,54,51,64,30,61,70,62,75,80,66
81,245,71,54,38,50,27,26,75,65,56,47,80,69,61,71,36,60,61,68,53,68,54,38,31,36,44,65,60,81,60,80,75,82,54,62,54,58,52,51,56,56,77,76,41,64,50,60,75,80,66
82,239,71,48,39,63,62,32,60,63,43,52,78,63,68,73,38,52,62,63,58,62,56,38,35,40,40,60,57,69,50,80,62,83,66,75,68,72,55,48,71,61,55,71,53,46,78,78,70,62,67
81,240,72,43,32,33,25,25,62,71,48,82,81,64,73,78,38,80,58,53,50,62,46,38,31,50,47,72,50,75,72,75,52,83,46,60,50,58,42,52,50,56,54,50,28,74,60,68,76,69,67
82,240,67,44,56,63,57,25,70,65,40,66,76,63,65,68,65,41,50,61,58,70,55,62,63,67,42,55,58,65,60,88,84,80,64,67,69,72,45,59,64,57,42,64,60,41,59,68,72,78,67
81,222,60,38,30,52,33,28,64,69,41,65,78,64,51,46,31,48,58,51,48,62,56,52,34,62,53,66,72,63,45,85,82,84,62,59,60,65,68,60,64,26,26,64,46,70,68,67,76,82,67
81,230,68,44,60,45,30,28,52,69,35,75,80,68,40,80,50,58,64,42,44,80,42,40,38,45,45,59,55,71,55,75,65,82,54,62,57,68,50,67,75,61,50,74,40,80,71,70,77,60,67
80,235,63,57,35,44,25,25,61,72,32,77,73,49,52,58,32,53,57,59,65,61,32,26,31,61,38,63,41,60,73,78,90,75,62,77,69,67,45,63,67,55,37,67,57,44,86,77,78,51,67
82,231,39,28,25,25,25,25,47,52,42,81,77,47,67,67,32,51,61,62,55,56,55,37,25,39,41,60,57,69,50,75,62,83,57,67,58,67,54,47,67,52,84,70,42,80,72,67,72,61,67
80,230,72,46,44,69,56,36,74,70,45,73,77,64,65,65,65,62,59,58,51,67,30,40,29,56,50,67,60,74,48,80,80,81,57,63,59,60,57,55,64,57,56,64,30,67,69,73,73,79,68
80,235,55,33,29,25,25,25,55,57,32,69,77,46,72,67,32,69,56,57,55,64,36,32,25,37,44,75,55,75,55,75,88,83,58,62,57,70,40,42,59,25,85,59,32,72,65,80,77,76,68
81,255,65,46,32,26,26,26,77,58,50,83,77,69,50,40,40,41,55,70,59,63,44,27,28,57,49,62,53,63,60,81,80,79,47,69,49,55,48,47,57,51,56,57,40,70,64,72,73,80,68
82,234,71,57,36,82,59,54,73,68,45,66,80,65,40,65,40,61,61,45,63,52,63,49,38,55,49,67,69,52,44,86,86,77,55,45,52,55,64,45,60,54,51,60,61,47,63,73,74,80,68
82,255,75,57,39,39,26,26,60,65,26,77,75,57,55,46,30,48,61,59,57,56,39,41,33,53,38,68,32,63,66,75,75,78,67,71,66,69,27,65,72,53,51,72,60,71,59,73,73,70,68
79,225,70,30,26,72,38,30,74,70,46,73,76,56,81,74,81,57,62,57,58,70,31,29,25,60,43,67,52,78,68,75,96,82,58,51,56,65,58,41,63,58,58,63,36,61,59,76,74,84,68
81,250,76,63,45,75,47,27,75,74,60,83,82,58,50,50,35,44,64,60,63,61,57,33,26,64,30,42,46,64,62,78,70,84,53,66,62,61,53,60,61,50,57,61,40,42,77,64,73,75,69
80,243,80,49,45,79,74,42,87,61,74,52,89,67,54,54,34,50,57,45,61,59,51,48,30,62,38,64,40,60,79,81,64,83,68,52,63,70,39,54,67,57,46,67,54,39,65,62,70,63,69
83,230,72,61,44,74,44,29,70,68,55,66,81,55,45,35,30,60,73,67,71,70,47,45,29,47,45,45,54,54,50,80,90,84,46,68,47,55,35,60,55,53,50,51,35,75,71,73,79,65,69
84,222,72,43,34,68,37,33,73,59,55,85,73,48,65,50,30,59,73,79,55,52,40,29,41,63,36,51,52,43,74,84,60,81,42,72,59,65,47,55,48,56,40,48,60,57,57,75,75,74,69
83,234,67,54,42,49,25,25,68,68,54,55,87,64,64,44,39,58,56,64,54,63,57,51,27,58,50,76,54,67,48,80,80,83,58,62,62,62,52,58,63,57,54,63,34,62,72,79,74,64,69
82,231,64,33,31,87,43,39,76,74,66,61,81,71,56,65,56,47,66,78,47,70,58,35,30,61,47,62,59,66,42,80,88,80,59,48,58,54,38,46,56,52,52,56,46,54,70,64,73,81,69
81,235,79,62,38,69,38,26,84,76,56,53,74,59,61,49,31,62,68,60,59,68,36,26,28,58,46,75,52,70,75,80,92,78,52,61,62,67,48,44,61,53,58,61,46,58,76,76,73,66,69
80,230,65,33,28,69,49,31,75,49,46,81,74,63,56,61,56,62,64,54,55,73,57,28,25,64,47,67,60,78,60,75,90,79,78,74,77,76,74,56,68,59,47,68,66,47,44,58,74,84,69
82,233,76,62,66,70,40,35,48,71,38,75,80,67,88,93,48,66,72,50,52,82,48,27,27,62,60,71,68,81,50,77,83,78,66,55,72,76,67,66,65,57,68,65,38,70,57,48,83,57,69
81,225,71,70,55,72,57,39,69,61,52,79,75,72,62,67,52,61,68,62,55,64,60,40,40,55,71,71,67,65,59,77,77,75,69,63,67,67,69,63,72,51,57,72,67,51,47,64,76,76,69
81,252,63,59,50,71,39,37,79,61,55,55,83,72,70,73,40,63,67,59,63,70,69,33,28,58,59,61,63,70,68,85,83,87,64,71,66,72,58,63,81,53,66,79,70,52,60,63,76,50,69
80,240,40,28,28,70,41,28,84,63,56,58,71,53,71,56,36,63,72,71,66,76,45,31,31,68,43,82,61,74,86,80,73,80,50,48,56,57,54,49,54,60,57,54,31,75,73,78,73,66,69
82,240,75,51,29,77,73,42,75,67,42,79,72,59,67,47,32,59,65,58,71,66,55,42,30,57,47,63,60,65,64,81,75,83,46,72,47,61,49,59,65,55,48,63,37,47,73,63,77,85,69
80,259,72,66,60,62,61,60,62,75,30,55,86,59,80,70,45,59,72,68,69,74,52,33,27,65,64,64,50,75,75,80,80,78,52,75,60,55,50,68,48,68,53,48,45,57,80,60,71,74,70
80,250,74,58,36,31,26,26,74,81,41,81,81,58,71,73,71,65,74,59,68,76,33,41,33,60,40,73,47,76,89,78,64,80,54,61,59,68,54,61,54,55,68,54,51,61,59,64,75,76,70
81,248,89,85,38,70,31,25,70,70,46,70,85,54,76,51,31,67,76,68,67,57,38,25,38,50,30,67,50,68,85,79,75,77,56,59,63,64,56,45,59,54,47,59,41,63,69,62,75,68,70
81,235,83,76,55,76,45,54,59,71,40,75,80,53,55,64,35,48,64,50,66,59,33,27,35,57,55,78,47,68,75,79,80,76,73,70,69,68,42,67,59,58,61,59,65,51,59,55,75,83,70
81,240,73,71,70,27,27,27,66,74,41,72,80,65,61,65,30,65,73,71,66,74,46,50,57,56,37,68,52,72,69,84,75,81,60,65,64,62,48,57,68,55,61,68,41,76,81,66,77,48,70
83,253,83,79,45,30,25,25,60,62,25,83,78,58,70,56,45,40,70,66,76,61,44,44,58,60,30,40,42,54,63,75,75,82,73,68,76,75,37,59,75,70,50,75,65,36,84,70,97,65,70
80,235,75,60,36,50,27,25,77,63,60,81,89,70,80,75,60,59,63,45,43,73,59,35,26,37,54,71,64,78,50,84,95,83,63,65,64,70,56,60,68,62,48,68,60,60,67,57,81,89,70
81,245,73,48,45,81,63,28,66,69,66,76,81,55,51,54,51,69,71,78,72,54,33,37,29,60,34,43,41,46,76,77,75,85,54,61,53,58,37,60,65,57,49,65,41,51,69,81,75,90,70
85,245,93,77,65,88,52,30,72,74,48,92,73,56,68,53,30,43,50,50,36,34,30,28,39,55,34,54,45,72,80,76,62,80,60,60,57,65,43,57,60,38,49,60,43,43,77,68,75,63,70
80,237,67,45,37,81,67,31,76,76,62,89,77,66,67,82,37,55,65,60,62,67,41,36,38,39,50,55,50,63,73,81,78,82,71,64,69,60,71,49,56,55,48,56,47,48,58,71,73,77,70
80,250,71,66,56,76,34,27,83,71,62,91,85,67,52,42,32,45,67,65,66,70,69,62,64,75,61,61,52,70,64,85,55,81,71,65,73,70,49,61,68,55,48,68,62,46,58,61,75,76,71
82,228,70,53,66,77,63,29,87,71,70,76,85,65,70,58,30,53,67,48,58,56,42,43,33,57,39,59,54,70,62,82,85,82,53,65,55,53,48,45,36,56,55,36,50,52,82,81,75,70,71
81,235,79,70,65,67,47,36,75,69,81,90,85,74,56,67,41,47,64,56,71,76,59,36,39,48,70,75,74,75,60,80,75,79,52,59,55,48,52,54,49,57,62,49,31,57,77,76,75,61,71
81,235,77,67,64,79,49,27,60,80,35,87,70,55,70,70,35,27,65,75,59,75,30,27,28,59,48,71,52,68,82,80,75,81,70,77,77,80,55,70,65,56,47,65,75,42,58,55,77,81,71
82,243,72,59,63,75,60,44,76,84,57,73,77,69,45,70,45,47,72,59,69,73,65,55,42,67,65,67,68,60,55,82,86,81,60,62,57,65,61,50,62,62,49,60,45,77,75,75,80,70,72
81,250,88,84,38,63,29,26,67,76,57,90,89,60,57,47,30,47,78,77,80,67,37,47,58,49,37,44,43,50,82,70,55,80,65,77,62,71,40,57,67,59,67,67,47,52,69,67,78,71,72
82,245,76,73,64,72,46,32,76,70,61,75,82,63,61,63,36,62,80,64,73,66,38,40,44,55,41,65,50,63,79,85,77,91,50,76,70,71,46,62,73,59,52,73,51,44,70,61,76,71,72
82,220,68,28,29,75,78,51,84,77,81,37,84,70,66,61,31,74,72,56,64,66,64,57,34,58,39,62,64,68,67,85,90,82,58,67,60,73,46,64,66,59,56,71,76,39,69,78,77,64,72
81,220,66,48,54,69,28,29,71,63,61,71,77,54,76,93,56,58,64,54,56,81,49,44,36,45,59,69,66,88,72,84,85,83,65,70,61,71,65,64,60,58,59,60,56,63,75,77,82,72,73
81,210,70,41,34,58,27,25,87,54,62,92,83,56,62,66,37,53,66,68,67,68,35,42,40,51,38,52,52,73,64,83,94,83,59,60,78,77,49,52,71,58,72,77,67,68,72,77,76,77,73
83,245,87,79,45,90,78,48,81,85,64,88,71,49,59,58,34,34,61,68,68,47,36,27,35,69,35,57,44,60,55,85,58,82,57,66,75,69,51,56,67,58,57,67,59,40,71,71,75,49,73
82,237,60,47,36,30,27,25,77,61,50,80,88,74,90,75,45,40,70,62,60,77,62,32,32,30,39,65,59,66,60,80,75,82,66,75,72,79,63,45,69,39,83,72,45,66,74,67,80,80,73
82,235,76,60,46,81,64,56,86,70,73,64,86,69,53,53,38,63,66,48,70,67,56,42,29,62,34,53,60,45,62,80,88,69,60,67,77,72,36,68,72,59,51,72,68,63,63,75,75,61,73
81,237,70,57,49,80,84,27,81,78,70,91,87,65,45,61,35,45,60,65,68,69,64,39,29,65,55,78,68,62,50,83,77,74,55,57,57,62,52,60,59,54,62,59,40,49,67,77,78,87,73
81,242,73,59,44,86,77,65,89,74,87,79,85,72,57,51,27,63,67,67,65,56,57,47,34,59,48,64,60,55,46,80,80,83,61,61,65,59,57,44,59,54,47,65,52,39,63,62,77,67,73
81,225,81,71,45,25,25,25,62,66,37,82,86,62,72,62,37,65,72,73,67,74,32,30,32,51,39,59,52,58,80,84,85,82,71,81,75,81,54,59,55,56,65,83,72,74,62,60,76,62,73
80,250,71,66,54,61,52,48,77,73,76,78,86,75,76,81,31,70,73,75,74,80,69,57,33,64,70,74,74,77,75,86,82,83,68,64,64,65,60,64,64,57,46,64,51,50,53,50,84,80,74
81,250,41,34,38,64,29,33,70,68,66,69,80,75,61,71,46,71,66,70,56,76,68,50,38,58,71,75,75,69,81,80,90,83,54,61,55,56,54,48,67,55,46,67,41,59,90,86,79,76,74
80,255,75,58,28,28,28,28,60,86,80,92,88,78,90,75,50,84,75,78,74,75,30,30,28,50,39,62,52,63,80,90,92,82,46,61,45,64,47,35,62,65,65,70,30,80,49,75,75,80,75
82,234,76,62,41,87,64,59,88,73,70,71,85,70,45,70,45,66,66,50,68,57,68,54,43,60,49,67,69,52,44,86,86,77,60,50,57,60,69,50,65,59,56,65,66,52,74,78,75,88,75
82,240,84,78,72,88,61,63,86,83,81,79,87,64,56,36,51,66,76,59,82,69,31,48,27,66,40,40,38,48,66,79,58,78,57,65,54,64,34,62,58,53,46,58,46,56,60,66,79,71,75
81,252,68,64,55,76,44,42,84,66,65,60,88,77,75,78,45,68,72,64,68,75,74,38,33,63,59,63,63,70,68,85,85,87,69,76,71,77,63,68,86,58,71,84,75,64,74,75,76,60,75
80,230,76,68,52,56,53,46,83,60,71,90,80,71,51,75,36,61,64,79,72,76,63,32,34,61,55,77,67,88,70,88,85,85,64,66,66,64,63,56,64,67,47,64,56,61,79,77,79,84,75
82,231,74,50,25,25,25,25,47,52,42,88,88,47,67,67,32,51,61,62,55,80,55,37,25,39,41,60,57,69,50,75,62,83,57,67,58,67,54,47,67,52,84,70,42,91,88,90,75,70,75
80,215,50,50,50,46,47,48,88,63,60,70,84,68,90,70,55,65,55,60,48,70,34,44,41,44,39,64,57,70,74,80,74,78,66,79,70,80,57,70,63,69,55,63,80,81,79,80,76,80,76
83,240,72,58,38,67,48,31,85,85,80,79,84,60,80,40,40,68,70,60,63,70,45,45,31,48,30,43,29,30,78,60,85,82,64,79,60,78,29,70,70,55,64,74,75,70,76,75,76,85,76
77,195,74,68,62,58,40,29,79,72,80,74,85,65,60,75,40,66,60,60,60,66,54,68,64,64,74,74,72,78,70,90,98,80,78,82,68,70,72,68,65,68,44,65,70,79,70,70,76,86,76
81,194,74,48,32,54,35,28,88,73,60,82,90,66,97,98,85,68,69,69,59,74,50,29,26,64,40,65,60,96,50,85,90,78,58,72,69,70,40,68,67,59,70,67,65,48,72,66,76,85,76
87,220,82,71,60,73,48,44,81,80,76,73,81,58,76,66,31,67,71,68,70,73,61,31,30,36,47,72,69,78,35,79,85,75,62,66,65,68,65,56,64,56,81,80,41,56,74,81,88,86,76
81,240,70,62,45,30,25,25,86,70,55,66,81,55,60,65,40,53,68,68,62,84,37,29,30,69,45,69,46,65,80,82,95,74,54,68,70,69,46,66,70,55,47,70,70,86,80,82,91,75,76
82,235,90,84,48,93,88,49,90,81,80,92,76,40,45,30,30,44,62,58,70,41,50,46,32,71,31,64,34,63,68,85,62,81,63,69,70,69,34,66,60,61,35,60,65,33,57,54,76,74,76
82,245,85,76,49,72,44,25,67,72,32,93,77,68,77,77,42,47,63,57,54,78,32,26,25,69,40,59,57,86,75,88,75,94,76,85,75,87,54,68,89,53,79,82,72,54,63,59,79,72,76
81,260,82,76,58,60,25,25,77,76,66,81,82,58,56,36,30,67,91,77,78,75,31,41,45,57,32,49,50,54,88,92,85,76,68,71,76,72,44,61,69,54,36,69,61,65,74,76,86,90,76
81,210,73,44,37,79,52,25,90,57,65,95,86,59,65,69,40,56,69,71,70,71,38,45,43,54,38,52,52,73,64,83,94,83,62,63,81,80,52,55,74,61,75,80,70,71,75,80,77,90,77
80,210,65,49,31,60,42,25,88,77,80,84,84,64,76,62,35,71,79,44,44,80,46,44,30,42,34,62,52,70,66,74,88,84,68,68,71,74,52,54,60,64,51,60,65,82,86,81,83,85,77
82,243,80,62,66,83,70,49,82,84,80,82,88,79,45,70,45,50,79,59,69,73,74,55,51,70,67,70,72,60,55,82,86,81,60,62,57,65,61,50,62,62,49,60,45,77,80,75,80,78,77
81,218,85,81,62,80,78,65,78,75,80,70,88,70,65,60,45,70,70,68,70,62,44,38,41,67,48,64,58,60,75,90,90,83,52,60,57,59,56,61,52,62,64,52,60,73,75,70,99,80,77
82,235,78,62,48,83,66,58,88,72,75,66,88,71,55,55,40,65,68,50,72,76,58,44,38,64,34,53,60,45,62,80,88,69,62,69,79,74,38,70,74,61,78,74,70,78,87,88,77,63,77
80,228,66,28,27,27,27,27,73,57,46,84,88,60,76,71,56,69,66,66,53,70,44,36,31,54,37,70,73,79,85,78,90,92,67,62,76,66,69,56,74,53,64,74,61,87,79,81,80,76,77
80,255,46,32,25,38,29,25,80,60,85,80,85,45,85,52,50,69,70,78,69,75,35,40,31,40,35,49,47,50,85,85,80,78,60,82,63,81,47,74,60,62,61,60,70,77,78,78,77,84,77
81,245,43,32,28,27,25,25,88,77,85,74,88,50,90,42,40,71,80,55,55,74,29,35,29,38,28,39,25,45,86,85,82,78,62,84,69,82,25,68,74,57,47,75,80,77,78,82,77,85,77
81,242,76,62,47,89,80,68,92,77,90,82,88,75,60,54,30,66,70,70,68,59,60,50,37,62,48,64,60,55,46,80,80,83,64,64,68,62,60,47,62,57,50,68,55,42,66,65,77,85,77
82,230,65,59,53,26,30,34,88,71,70,76,93,54,95,40,35,70,44,40,55,62,33,35,32,38,29,29,25,43,70,65,98,77,50,75,51,78,25,48,50,63,63,50,65,91,84,88,77,80,77
81,240,57,45,36,25,25,25,78,63,70,68,80,48,86,60,40,71,70,64,47,65,45,28,27,30,42,55,50,50,77,80,85,78,60,77,64,72,50,77,60,60,55,60,65,90,78,84,77,85,77
83,232,82,74,51,78,72,57,87,85,80,85,81,57,75,52,45,50,77,74,76,70,40,54,32,68,39,63,54,52,58,76,52,77,59,63,62,62,40,50,49,61,58,49,45,68,84,82,78,92,78
82,268,67,31,26,26,26,26,88,64,78,81,90,74,88,73,43,72,83,79,69,71,43,33,30,56,47,69,60,74,83,84,83,80,65,73,70,68,58,73,64,58,71,69,63,63,68,77,85,78,78
82,230,88,86,64,71,46,31,80,68,65,85,83,55,60,51,40,66,65,67,60,37,36,25,32,64,42,67,60,60,76,77,95,77,54,64,60,60,60,52,58,63,50,58,40,86,85,88,78,82,78
83,250,74,50,41,70,38,25,60,71,35,77,87,53,65,60,30,58,68,60,62,70,38,31,36,58,38,56,47,52,60,79,65,79,60,84,62,80,48,51,59,60,72,59,75,87,83,84,78,92,78
83,230,45,38,34,34,27,25,84,73,60,77,88,72,95,65,45,75,48,45,50,84,40,41,33,40,45,59,57,70,60,70,88,82,58,78,59,75,57,68,55,61,70,55,75,74,82,80,78,92,78
82,240,82,49,61,83,74,30,87,73,85,80,81,74,70,73,40,46,55,66,63,75,68,67,74,82,65,61,64,65,60,92,84,80,69,72,74,77,50,64,69,62,47,69,65,46,64,73,78,83,78
82,243,71,58,43,80,81,56,81,78,71,82,88,68,71,51,26,61,85,75,84,88,48,64,42,73,40,72,45,70,85,93,95,76,58,64,60,46,40,53,80,55,49,72,36,60,86,85,84,90,78
82,245,80,80,68,76,50,36,80,74,75,79,86,67,65,67,40,66,84,68,77,70,42,44,48,59,41,65,50,63,79,85,77,91,54,80,74,75,50,66,77,63,56,77,55,48,74,65,78,85,78
82,228,85,80,58,87,86,78,95,76,90,82,89,54,50,48,40,60,68,70,62,68,42,60,48,61,38,42,26,32,69,85,84,85,67,70,68,70,30,60,60,58,37,60,70,43,47,50,78,94,78
80,240,75,55,30,55,45,30,94,68,85,84,75,57,75,60,40,67,82,79,75,80,49,35,35,72,43,88,70,75,89,90,75,80,54,52,60,61,60,53,58,64,61,58,35,84,85,82,78,88,78
81,250,84,54,28,37,27,25,86,78,70,75,81,55,75,65,35,72,79,77,69,78,37,29,28,69,37,69,46,65,80,85,95,83,54,70,70,70,46,66,70,63,56,70,70,83,79,76,78,80,78
81,220,70,60,64,82,75,54,75,63,85,84,86,80,80,97,60,62,68,58,60,85,53,48,44,49,74,80,78,92,75,90,85,83,69,74,65,75,69,68,64,63,59,64,60,63,75,81,82,80,79
81,210,73,44,37,61,30,25,90,57,65,95,86,59,65,69,40,56,69,71,70,80,38,45,43,54,38,52,52,73,69,83,94,83,62,63,81,80,52,55,74,61,75,80,70,80,84,83,79,80,79
80,210,82,79,51,50,37,32,84,55,80,84,92,56,80,56,40,65,78,74,68,84,43,34,34,38,37,58,47,74,82,90,88,76,72,80,60,84,47,68,74,61,76,70,80,74,79,75,79,88,79
81,241,88,81,74,90,88,74,98,82,95,81,84,52,29,42,29,48,62,49,66,92,41,59,48,90,54,54,44,55,59,85,45,83,54,48,62,50,50,51,62,63,58,62,64,58,62,50,79,95,79
85,245,86,89,78,82,78,64,89,83,89,83,89,68,44,34,30,58,88,64,91,74,52,57,34,61,33,42,35,40,69,85,58,82,61,62,60,59,26,62,62,52,51,61,49,30,71,66,99,74,79
79,210,74,65,51,58,41,27,88,83,80,82,90,70,85,65,45,78,72,75,68,66,48,54,42,54,51,64,62,70,71,85,70,77,68,76,76,82,53,77,62,58,87,62,80,70,66,73,79,94,79
80,250,75,70,58,70,56,52,85,82,85,82,90,81,80,85,35,78,77,79,78,88,73,61,37,68,70,74,74,77,75,86,82,83,72,68,68,69,64,68,68,61,50,68,55,54,62,54,84,88,79
81,250,59,38,42,68,33,37,74,72,70,80,86,79,65,75,50,75,70,74,60,80,75,62,70,74,71,75,75,69,81,80,90,83,58,65,59,60,58,52,71,59,50,71,45,63,94,90,79,90,79
81,250,59,38,42,68,33,37,74,72,70,80,86,79,65,75,50,75,70,74,60,80,75,62,70,74,71,75,75,69,81,80,90,83,58,65,59,60,58,52,71,59,50,71,45,63,94,90,79,90,79
80,255,46,32,25,38,29,25,80,60,85,82,85,45,85,52,50,69,84,78,69,75,35,40,31,40,35,49,47,50,85,85,80,78,60,82,63,81,47,74,60,62,61,60,70,84,88,82,79,84,79
81,237,75,62,54,85,89,32,86,83,85,96,92,70,50,80,40,50,65,70,73,74,69,44,34,70,75,84,75,62,50,83,77,74,60,62,62,67,57,65,64,59,67,64,45,54,72,82,79,92,79
82,235,90,84,48,95,90,49,95,81,90,92,76,40,45,30,30,44,62,58,70,41,50,46,32,71,31,64,34,63,68,85,62,81,63,69,70,69,34,66,60,61,35,60,65,33,57,54,79,95,79
82,235,84,70,80,78,65,54,82,80,85,92,90,88,56,75,45,60,70,56,71,76,65,54,60,62,70,75,74,75,60,90,75,79,76,68,74,80,78,72,49,57,80,78,75,57,77,76,79,54,79
