@relation 'NBA2K Players'

@attribute height numeric
@attribute weight numeric
@attribute 'Open shot mid' numeric
@attribute 'Contested shot mid' numeric
@attribute 'Off dribble shot mid' numeric
@attribute 'Open shot 3pt' numeric
@attribute 'Contested shot 3pt' numeric
@attribute 'Off dribble shot 3pt' numeric
@attribute 'Shot IQ' numeric
@attribute 'Free throw' numeric
@attribute 'Offensive consistency' numeric
@attribute 'Shot close' numeric
@attribute 'Standing layup' numeric
@attribute 'Driving layup' numeric
@attribute 'Standing dunk' numeric
@attribute 'Driving dunk' numeric
@attribute 'Contact dunk' numeric
@attribute 'Draw foul' numeric
@attribute 'Post control' numeric
@attribute 'Post hook' numeric
@attribute 'Post fadeaway' numeric
@attribute Hands numeric
@attribute 'Ball control' numeric
@attribute 'Passing accuracy' numeric
@attribute 'Passing vision' numeric
@attribute 'Passing IQ' numeric
@attribute 'Speed with ball' numeric
@attribute Speed numeric
@attribute Acceleration numeric
@attribute Vertical numeric
@attribute Strength numeric
@attribute Stamina numeric
@attribute Hustle numeric
@attribute 'Overall durability' numeric
@attribute 'On-ball defense IQ' numeric
@attribute 'Low post defense IQ' numeric
@attribute 'Pick & roll defense IQ' numeric
@attribute 'Help defense IQ' numeric
@attribute 'Lateral quickness' numeric
@attribute 'Pass perception' numeric
@attribute 'Reaction time' numeric
@attribute Steal numeric
@attribute Block numeric
@attribute 'Shot contest' numeric
@attribute 'Defensive consistency' numeric
@attribute 'Offensive rebound' numeric
@attribute 'Defensive rebound' numeric
@attribute Boxout numeric
@attribute Potential numeric
@attribute Intangibles numeric
@attribute overall numeric

@data
75,190,83,70,78,71,38,56,75,72,61,75,70,68,25,46,25,71,26,26,51,62,75,78,67,80,84,70,83,70,39,95,79,84,56,30,54,55,56,36,59,56,26,59,51,29,51,36,74,82,70
73,205,73,66,72,66,53,57,86,81,76,78,82,80,25,25,25,54,36,25,57,73,74,75,66,76,77,77,77,64,57,85,72,81,58,26,67,60,58,64,64,58,36,64,36,30,48,44,75,76,70
75,207,68,54,62,66,66,61,88,70,71,83,85,74,25,26,25,46,27,25,26,70,72,75,71,76,82,84,80,78,60,82,84,82,67,29,60,60,67,62,62,59,26,62,41,28,52,38,74,74,70
73,170,66,67,67,67,68,68,56,71,25,69,74,72,25,69,30,66,25,25,31,76,74,66,70,67,85,85,86,86,32,80,78,83,58,25,61,63,58,66,65,64,31,65,29,45,53,40,70,76,70
76,200,68,64,66,70,70,63,71,64,41,79,74,77,25,69,30,66,38,27,39,71,78,71,37,72,82,78,85,82,44,93,80,82,78,31,76,74,57,56,49,58,33,49,76,29,40,29,74,66,71
75,190,68,61,65,79,64,61,76,70,64,76,69,70,25,39,27,64,32,27,55,71,74,77,55,78,83,79,80,88,52,92,74,78,64,42,65,64,64,64,60,56,31,60,44,31,44,43,76,79,71
75,200,78,77,65,87,91,73,75,75,52,65,74,80,25,42,27,61,25,25,39,73,75,71,60,68,89,90,89,75,46,84,64,79,49,31,60,51,49,46,49,59,37,49,32,30,44,31,75,68,71
75,190,80,78,76,78,74,70,73,84,50,60,77,78,25,50,26,53,26,26,38,75,80,77,66,78,71,71,84,78,41,98,82,84,59,34,58,48,51,58,53,60,51,53,45,34,48,52,73,75,71
73,169,68,66,67,72,81,66,67,70,42,68,82,77,25,37,25,68,30,25,47,77,81,78,71,74,86,83,85,81,36,79,80,85,67,25,65,65,70,71,68,60,39,68,67,32,48,30,77,67,72
76,190,62,46,47,71,32,31,72,56,37,72,71,74,25,47,30,63,25,25,29,84,78,77,74,78,85,77,84,77,58,80,88,83,78,25,77,67,79,67,71,64,42,71,72,41,45,49,76,77,72
72,175,71,64,69,71,66,64,67,66,57,70,82,81,26,27,26,59,26,26,29,78,81,83,82,85,94,90,92,70,32,80,78,83,56,26,76,61,63,49,63,61,42,63,47,32,56,38,75,57,72
75,200,69,67,67,73,53,73,84,78,61,72,71,76,25,32,30,75,34,25,41,74,75,66,63,74,84,81,82,71,35,89,84,79,67,25,66,68,67,66,63,57,52,63,51,32,49,34,76,84,72
75,211,89,73,79,88,72,66,82,86,48,82,73,72,25,25,25,35,25,25,33,74,79,84,69,85,77,75,74,66,30,85,68,78,56,45,62,51,56,47,56,60,30,56,38,29,50,27,75,78,72
76,227,72,53,61,66,49,64,78,74,46,65,73,72,25,46,30,54,51,25,54,82,77,71,58,68,80,79,83,86,70,84,90,83,78,44,71,71,71,75,75,75,41,68,71,44,49,51,82,78,72
76,200,80,49,76,83,57,59,75,83,42,72,74,75,25,25,25,35,27,25,25,73,74,70,70,85,77,72,69,67,35,82,98,81,78,27,75,76,79,57,67,56,32,67,77,32,41,31,75,82,72
73,185,75,50,66,76,66,64,51,64,31,75,71,69,25,26,25,38,26,26,31,87,71,71,62,73,79,72,84,91,50,90,76,78,86,30,85,74,86,59,73,67,47,73,76,40,44,38,76,76,72
72,185,79,75,77,81,80,71,71,78,67,71,76,77,26,26,26,46,26,26,34,70,77,71,67,76,90,88,87,66,51,82,70,82,57,26,60,58,57,58,57,60,29,57,32,31,43,26,75,77,72
79,175,90,87,86,41,28,33,77,82,61,89,79,73,36,65,30,50,64,46,69,84,73,81,66,84,79,74,73,60,40,89,75,77,72,47,71,67,72,70,64,59,48,64,66,37,42,37,76,74,72
75,185,77,70,74,72,52,39,79,74,58,80,72,74,25,28,25,65,27,25,37,83,80,80,66,82,82,71,75,65,40,88,70,84,82,52,76,69,82,57,66,60,43,66,68,34,46,43,76,71,73
72,175,84,77,81,83,60,65,76,82,56,79,71,73,25,41,25,46,28,25,41,82,76,76,66,76,88,86,87,72,49,85,80,84,78,30,77,66,76,61,68,58,25,68,51,28,37,36,77,66,73
77,190,70,51,65,71,61,65,60,64,57,58,72,75,25,82,35,55,39,32,54,84,76,72,71,75,86,88,85,88,52,80,75,84,69,35,68,65,71,59,73,59,50,73,42,30,49,57,84,79,73
72,175,90,81,85,80,61,74,77,74,72,82,79,79,25,25,25,55,25,25,27,76,75,75,73,76,86,80,83,70,28,85,72,79,61,25,63,42,59,42,53,53,25,53,47,30,42,42,77,67,73
75,197,83,77,81,77,65,71,78,88,64,67,79,77,25,30,26,63,35,30,48,76,76,78,76,76,80,75,83,60,55,85,70,78,63,57,66,67,63,44,61,62,39,61,39,29,60,32,75,69,73
77,186,73,71,71,82,64,75,75,76,71,84,75,74,25,71,36,65,34,26,33,78,75,76,49,75,85,82,83,85,54,80,85,83,60,39,59,54,60,45,54,59,26,54,36,39,44,31,78,81,73
78,185,72,58,71,68,52,57,72,62,57,83,69,72,37,57,27,51,48,47,59,81,75,73,70,79,82,76,77,75,38,87,84,82,76,55,74,76,78,76,67,72,58,67,62,38,62,49,78,72,73
73,168,81,64,76,67,67,50,78,75,66,57,81,78,25,41,26,67,25,25,34,77,80,74,77,75,94,86,92,74,46,93,90,80,64,30,65,68,66,63,60,63,31,60,56,29,50,25,79,84,74
75,209,80,76,78,79,68,67,73,85,58,80,72,75,25,43,30,67,56,40,75,73,81,82,72,84,81,73,80,69,69,85,78,82,66,49,67,65,66,60,70,59,38,70,48,28,45,33,78,68,74
77,195,71,65,70,77,46,77,82,69,70,83,80,77,25,40,30,60,35,30,50,76,80,75,76,75,84,81,84,71,54,88,65,82,53,35,50,54,63,74,65,62,32,65,30,31,47,53,86,90,74
76,205,73,66,70,73,64,67,57,66,57,77,85,80,37,52,32,61,39,36,57,79,79,72,79,76,86,80,84,80,49,82,72,84,69,37,68,66,77,80,73,79,52,73,52,31,49,57,86,67,74
75,176,79,52,70,81,58,65,79,85,55,75,84,78,30,25,30,38,25,25,41,85,81,81,82,80,80,78,79,50,30,86,74,78,65,27,72,50,70,67,68,73,30,68,57,33,42,39,78,84,74
78,210,78,72,74,86,80,81,84,78,75,80,88,85,25,35,30,65,28,30,32,81,80,70,74,78,82,76,78,73,49,80,80,80,55,29,54,56,51,84,60,85,30,55,40,40,52,30,76,65,75
77,170,70,68,70,73,48,57,82,85,75,82,88,84,40,65,35,72,68,40,48,88,84,85,67,84,87,83,82,60,40,80,75,80,65,43,62,58,73,68,68,69,57,68,45,43,54,41,80,67,75
75,190,80,76,78,73,69,67,81,70,77,80,86,85,25,42,27,55,36,25,57,73,77,77,71,82,85,78,80,72,44,87,85,83,70,29,71,71,68,67,73,58,37,69,67,35,48,38,79,74,75
74,181,66,48,58,73,37,61,80,80,76,71,72,73,25,61,35,66,25,29,36,82,78,77,75,81,84,84,84,78,64,85,80,85,74,25,68,70,72,70,71,63,41,71,61,29,42,27,79,83,75
76,180,72,55,67,72,62,64,80,83,58,58,69,75,25,25,25,66,25,25,38,84,83,85,86,85,80,75,81,60,27,88,73,80,79,30,72,74,76,88,80,88,33,74,63,33,59,48,78,58,75
74,200,84,60,80,71,65,68,72,69,45,69,79,79,25,25,25,40,38,44,58,79,75,90,94,95,79,70,78,65,44,78,92,83,74,49,71,70,72,62,52,87,35,52,55,36,51,60,75,55,75
73,170,66,67,67,67,68,68,76,71,60,74,80,80,25,69,30,66,25,25,31,76,80,82,79,85,85,85,86,86,32,80,78,83,58,25,61,63,58,66,65,64,31,65,29,45,53,40,75,84,75
75,189,73,60,67,74,74,75,83,83,83,80,84,81,25,58,30,68,25,25,36,73,82,80,70,79,84,89,87,69,52,95,85,79,62,53,66,63,58,63,60,60,45,60,48,33,47,30,79,76,76
75,190,74,77,77,70,63,43,87,74,76,80,79,81,26,31,30,45,51,51,51,73,84,78,68,76,95,93,91,87,62,88,90,68,72,46,70,71,69,60,75,54,33,75,46,32,43,45,82,75,76
74,185,85,80,82,88,82,79,86,85,75,78,74,66,25,25,25,68,25,25,29,79,78,74,65,74,80,74,67,50,54,86,81,87,60,35,61,67,60,55,67,64,27,67,65,30,36,25,76,84,76
77,186,78,71,71,82,64,75,85,82,80,84,84,83,25,71,45,70,34,26,33,84,75,76,49,75,85,82,83,85,54,80,85,83,60,39,59,54,60,45,54,59,26,54,36,39,44,31,78,90,76
76,205,82,76,78,74,67,69,77,81,77,79,83,81,25,37,30,56,37,27,69,78,83,77,80,82,82,78,84,68,49,90,86,80,78,31,77,70,72,69,69,70,47,69,67,30,48,36,79,51,76
75,175,84,72,79,95,89,81,88,92,85,66,75,62,25,25,25,45,25,25,29,82,82,82,55,80,78,71,74,57,25,91,82,90,66,25,68,67,66,58,67,63,27,67,70,32,37,25,76,85,76
76,200,72,68,70,83,74,74,82,68,65,88,84,81,25,73,30,70,42,31,43,75,82,75,41,76,82,78,85,82,44,93,80,82,82,35,80,78,80,60,53,62,37,53,80,33,44,33,77,75,77
73,169,82,81,80,84,81,80,67,80,75,84,82,77,25,37,25,68,30,25,47,77,81,78,71,74,86,83,85,81,36,79,80,85,67,25,65,65,70,71,68,60,39,68,67,32,48,30,77,70,77
78,190,69,61,64,70,62,66,95,73,70,75,75,70,25,48,30,49,55,36,44,80,78,88,74,94,84,82,81,60,46,84,75,80,72,50,74,60,62,50,67,65,42,67,75,41,53,50,77,85,77
76,185,74,49,68,76,35,34,75,59,40,75,86,85,25,50,30,66,25,25,32,87,81,80,85,81,85,77,84,77,58,80,88,83,81,25,80,70,82,70,74,65,56,74,75,41,56,52,77,80,77
75,190,74,67,71,85,70,67,82,76,70,82,75,76,25,45,26,70,38,33,61,77,80,83,61,84,83,79,80,88,52,92,74,78,76,48,75,74,70,75,66,62,37,66,70,37,50,49,77,85,77
74,177,77,74,79,88,80,84,84,85,70,75,75,74,25,25,25,66,25,25,29,75,80,84,77,82,84,79,79,66,30,86,75,84,57,29,59,52,74,30,64,63,40,64,45,34,48,30,77,86,77
73,168,82,69,77,77,68,72,89,92,80,83,75,60,25,25,25,45,25,25,29,75,80,84,78,82,83,79,74,65,30,90,90,83,76,25,74,74,74,54,70,61,25,70,75,35,37,26,77,88,77
74,190,74,74,73,87,85,83,62,79,55,84,75,70,25,51,30,50,31,28,38,80,80,72,68,80,84,78,78,72,43,90,79,84,78,42,79,80,78,77,79,85,37,79,75,31,46,36,77,75,77
73,186,67,44,64,71,64,57,75,54,56,70,86,85,25,26,25,44,41,41,36,91,81,86,91,88,88,85,88,82,48,88,90,75,85,32,84,85,83,86,74,75,28,74,81,37,60,66,82,51,77
75,208,75,58,74,71,61,66,84,80,74,74,79,86,25,63,30,69,25,25,42,79,79,82,76,83,88,85,90,85,48,95,85,84,68,43,66,64,68,68,57,53,26,57,64,31,41,59,82,71,77
71,165,86,78,84,90,88,84,84,87,65,82,79,76,25,25,25,64,25,25,55,70,75,80,74,82,77,77,77,33,25,84,90,80,62,25,65,65,62,58,65,67,27,65,60,30,44,35,77,83,77
74,185,82,74,79,76,66,65,94,73,67,86,83,85,25,25,25,60,55,27,55,76,83,76,71,79,86,84,86,76,34,95,72,85,67,51,68,71,62,72,70,58,32,70,72,27,44,35,85,86,77
77,209,89,84,88,74,64,63,90,76,70,78,88,84,55,62,35,65,55,37,57,80,80,79,73,79,84,77,74,62,60,87,80,83,75,66,74,63,71,66,70,71,30,70,70,33,57,45,80,85,78
73,185,83,79,82,81,72,80,80,79,80,79,82,80,25,25,25,64,28,27,40,72,84,84,62,85,94,88,85,77,43,85,63,80,62,25,60,60,56,51,48,63,32,48,40,38,56,31,78,80,78
74,190,84,76,80,96,88,82,92,89,85,79,71,68,25,25,25,50,25,25,29,75,79,75,67,72,81,79,79,60,30,94,77,78,64,31,63,61,64,45,61,64,25,61,50,41,37,25,78,90,78
70,171,82,77,81,85,79,83,76,84,75,82,73,82,25,25,25,52,25,25,40,70,82,82,74,80,92,83,88,78,51,84,71,72,58,27,65,63,58,47,60,63,25,60,40,41,46,29,78,85,78
73,160,83,78,80,85,73,76,83,73,70,82,85,79,40,85,45,52,48,31,71,82,77,70,66,74,80,80,80,94,50,88,88,82,72,30,74,70,66,71,61,73,50,61,70,42,44,40,83,84,78
75,192,86,77,79,75,69,56,78,81,70,80,86,84,25,30,25,74,31,25,36,75,84,85,71,86,90,88,87,74,39,94,90,83,68,31,70,51,71,44,55,73,45,55,50,32,50,29,78,80,78
77,190,73,54,68,78,64,68,78,75,60,72,88,85,25,85,45,70,42,35,57,87,79,75,74,78,86,88,85,88,52,80,75,84,72,38,71,68,74,62,76,62,53,76,45,33,52,60,84,82,78
75,200,73,71,71,77,57,77,88,82,65,76,75,80,25,36,30,79,38,28,45,78,79,82,80,84,84,81,82,71,35,89,84,79,71,28,70,72,71,70,67,61,56,67,55,36,53,38,78,88,78
75,180,88,83,83,90,77,79,84,72,80,84,65,60,25,25,25,71,25,25,29,82,75,80,77,82,81,74,72,68,40,86,82,73,66,25,64,60,66,56,65,90,35,65,65,29,45,31,78,85,78
74,180,68,60,67,62,54,57,74,75,75,75,77,84,25,90,70,67,25,36,44,80,80,83,87,82,94,87,86,98,50,91,77,75,54,27,55,50,54,45,57,83,35,57,45,35,43,36,82,85,78
75,172,84,79,82,90,84,80,70,84,70,84,82,80,25,25,25,52,25,25,40,70,79,84,81,89,82,78,77,61,25,85,78,83,69,25,72,70,52,65,60,59,35,60,70,30,47,43,78,82,78
72,175,79,74,75,76,71,73,92,75,70,82,75,77,25,30,25,49,29,27,39,73,80,84,74,83,86,84,82,75,40,92,70,73,77,54,76,76,72,78,68,67,25,68,70,31,41,45,78,86,78
72,175,84,78,82,90,88,88,88,83,85,80,80,78,25,30,25,55,25,25,32,90,82,84,78,82,91,88,90,70,32,92,85,80,59,25,52,50,64,48,66,64,45,66,35,35,59,41,78,55,78
74,200,84,78,79,69,30,41,85,82,75,85,87,85,25,25,25,68,70,55,70,72,84,84,82,86,82,77,78,65,54,90,60,94,70,52,74,77,70,60,73,63,25,73,65,40,48,39,88,85,79
75,185,89,85,84,81,70,41,88,85,80,85,90,87,25,30,25,67,29,27,39,92,85,82,68,84,84,80,75,65,40,95,70,84,84,54,78,71,84,59,68,63,43,68,70,41,53,45,79,71,79
72,183,78,76,75,86,72,87,85,81,85,72,76,79,25,25,25,50,32,25,59,80,90,85,78,86,96,84,89,68,28,84,82,84,60,25,58,58,48,60,48,62,32,48,55,29,45,27,79,84,79
74,190,85,78,80,93,92,82,85,80,75,72,86,85,40,70,35,58,61,38,69,84,82,78,41,80,86,80,89,95,51,85,66,71,78,54,81,53,75,52,63,59,40,63,70,41,44,37,79,75,79
73,168,85,68,80,71,71,54,82,79,70,61,88,87,25,45,30,71,27,25,38,81,84,84,81,82,94,86,92,74,46,93,90,80,68,34,69,72,70,67,64,67,35,64,60,33,54,25,79,88,79
76,185,82,71,76,80,75,79,85,78,70,79,82,82,25,47,30,58,48,36,55,77,83,82,73,81,83,80,81,63,56,88,85,81,80,47,81,80,85,80,77,75,32,77,80,32,41,29,87,70,79
77,195,76,70,75,84,51,82,87,74,75,88,85,82,25,45,26,65,40,35,55,81,85,80,81,80,84,81,84,71,54,88,65,82,58,40,55,59,68,79,70,67,37,70,35,36,52,58,86,95,79
77,195,76,70,75,84,51,82,87,74,75,88,85,82,25,45,26,65,40,35,55,81,85,80,81,80,84,81,84,71,54,88,65,82,58,40,55,59,68,79,70,67,37,70,35,36,52,58,86,95,79
73,195,76,61,73,75,29,69,84,74,89,79,80,78,26,67,39,71,26,26,34,82,80,76,70,82,90,86,89,88,55,85,94,80,77,34,74,76,79,76,71,77,49,71,74,28,46,44,84,74,79
75,190,74,67,71,85,70,67,88,76,80,88,75,79,25,45,26,70,38,33,61,85,80,84,74,85,85,82,84,88,52,95,85,78,70,48,71,70,70,70,66,62,37,66,50,37,50,49,79,85,79
75,190,83,79,81,82,72,73,85,75,85,83,92,90,25,45,25,64,39,25,60,76,82,84,78,85,85,78,80,72,44,87,85,83,73,32,74,74,71,70,76,61,40,72,70,38,51,41,79,64,79
78,217,82,62,80,79,72,74,75,82,80,82,73,75,25,28,25,68,61,57,61,80,84,84,88,90,84,78,77,54,38,90,81,88,63,44,64,62,63,59,66,58,25,66,60,31,50,49,79,85,79
69,185,74,67,74,75,65,69,92,81,89,59,88,84,25,25,25,83,25,25,34,86,85,89,71,88,94,87,94,81,45,97,97,91,63,25,64,62,58,74,54,57,26,54,54,28,39,26,85,79,79
75,197,86,82,82,78,71,76,88,87,80,92,84,82,25,31,25,64,36,31,49,84,83,83,82,83,90,82,83,60,55,85,70,78,64,58,67,68,64,45,62,63,40,62,40,30,61,33,79,70,79
74,181,84,78,84,79,41,65,78,83,76,82,76,77,25,65,35,70,29,33,40,92,86,85,89,85,84,84,84,78,64,85,80,85,78,25,74,78,76,85,75,77,52,75,70,33,53,31,79,45,79
73,184,76,63,74,79,64,73,91,79,92,66,88,84,25,25,25,81,29,25,54,76,82,88,66,82,92,83,88,81,50,93,90,86,69,26,72,66,69,71,69,63,45,69,54,29,47,44,85,82,79
72,168,80,74,78,78,74,75,80,79,75,75,85,82,25,40,40,65,41,47,63,80,95,83,78,80,94,84,80,65,35,90,65,87,75,30,72,76,75,78,64,78,29,64,65,37,34,65,94,80,79
73,170,82,80,81,74,67,69,85,84,85,85,80,80,25,25,25,68,25,25,29,74,85,85,80,86,84,80,80,70,48,85,75,79,77,40,79,74,65,70,65,61,27,65,75,31,41,31,81,70,79
74,177,84,84,82,82,81,78,84,81,85,80,89,90,25,49,30,77,52,30,62,84,79,58,49,49,86,84,87,80,60,92,80,82,66,35,72,74,66,73,59,67,32,59,65,43,53,37,83,84,79
