@relation 'NBA2K Players'

@attribute height numeric
@attribute weight numeric
@attribute 'Open shot mid' numeric
@attribute 'Contested shot mid' numeric
@attribute 'Off dribble shot mid' numeric
@attribute 'Open shot 3pt' numeric
@attribute 'Contested shot 3pt' numeric
@attribute 'Off dribble shot 3pt' numeric
@attribute 'Shot IQ' numeric
@attribute 'Free throw' numeric
@attribute 'Offensive consistency' numeric
@attribute 'Shot close' numeric
@attribute 'Standing layup' numeric
@attribute 'Driving layup' numeric
@attribute 'Standing dunk' numeric
@attribute 'Driving dunk' numeric
@attribute 'Contact dunk' numeric
@attribute 'Draw foul' numeric
@attribute 'Post control' numeric
@attribute 'Post hook' numeric
@attribute 'Post fadeaway' numeric
@attribute Hands numeric
@attribute 'Ball control' numeric
@attribute 'Passing accuracy' numeric
@attribute 'Passing vision' numeric
@attribute 'Passing IQ' numeric
@attribute 'Speed with ball' numeric
@attribute Speed numeric
@attribute Acceleration numeric
@attribute Vertical numeric
@attribute Strength numeric
@attribute Stamina numeric
@attribute Hustle numeric
@attribute 'Overall durability' numeric
@attribute 'On-ball defense IQ' numeric
@attribute 'Low post defense IQ' numeric
@attribute 'Pick & roll defense IQ' numeric
@attribute 'Help defense IQ' numeric
@attribute 'Lateral quickness' numeric
@attribute 'Pass perception' numeric
@attribute 'Reaction time' numeric
@attribute Steal numeric
@attribute Block numeric
@attribute 'Shot contest' numeric
@attribute 'Defensive consistency' numeric
@attribute 'Offensive rebound' numeric
@attribute 'Defensive rebound' numeric
@attribute Boxout numeric
@attribute Potential numeric
@attribute Intangibles numeric
@attribute overall numeric

@data
80,209,67,64,59,72,53,49,49,79,25,70,75,70,52,82,57,52,59,50,59,60,63,55,38,51,67,68,69,75,58,77,74,82,72,52,65,62,72,52,49,49,54,50,47,63,57,57,78,55,65
77,202,67,67,55,71,56,55,58,76,51,49,72,71,31,66,36,58,44,42,40,76,75,46,26,44,81,80,80,78,64,81,68,83,57,51,58,54,54,54,64,57,49,64,46,27,42,32,75,76,65
79,205,73,64,60,74,66,64,53,78,56,39,71,58,36,38,30,31,28,25,37,63,66,55,52,66,62,70,68,69,31,77,81,70,66,29,66,66,66,54,66,60,31,66,56,37,58,36,70,63,65
78,190,76,64,65,77,67,61,65,81,37,68,73,69,32,62,32,45,45,39,55,72,69,57,41,59,76,77,79,67,37,87,72,85,55,42,59,47,82,47,58,54,35,58,37,30,35,35,75,75,66
78,213,78,75,77,61,57,47,64,54,49,73,73,74,39,64,39,65,50,41,59,79,73,54,30,51,76,67,70,66,56,80,74,83,58,33,57,57,50,57,50,60,34,50,34,34,53,43,75,83,66
78,200,65,65,57,77,72,66,59,69,47,50,68,67,32,67,37,51,45,43,41,77,76,57,41,52,71,74,73,82,61,78,67,83,58,52,59,55,63,59,65,58,50,65,47,33,45,37,77,72,66
78,185,77,70,53,75,71,74,46,89,61,75,75,72,26,46,31,32,35,29,55,75,73,55,32,59,66,72,68,69,33,83,73,82,46,33,53,49,52,51,61,70,51,61,31,29,56,34,75,80,66
76,215,84,66,72,75,49,73,61,81,43,67,73,62,25,38,30,53,30,25,38,64,66,61,42,56,68,62,69,73,42,88,62,76,57,38,62,66,57,57,56,54,28,56,43,32,51,38,69,86,67
77,215,74,58,61,76,66,60,56,84,31,71,74,68,40,56,40,55,36,44,45,84,68,62,48,68,70,71,71,72,56,80,81,84,74,72,75,73,76,56,79,64,42,78,56,37,48,37,74,41,67
79,185,71,51,50,71,51,46,67,72,32,60,69,70,37,72,37,60,43,41,54,70,61,41,37,59,76,76,62,69,55,86,73,82,72,56,69,69,67,76,77,72,44,77,57,35,48,37,76,70,67
79,205,71,57,62,72,59,54,48,68,30,72,76,71,40,82,60,58,38,35,48,79,71,51,58,46,75,79,78,84,42,80,78,81,65,55,69,67,77,65,75,73,50,74,45,42,60,50,78,40,67
78,205,71,57,53,76,63,66,64,83,41,62,78,75,31,74,31,62,34,32,49,67,72,76,33,80,72,74,75,78,55,81,83,83,58,41,60,59,52,54,51,55,36,51,36,25,45,25,72,71,67
76,204,84,69,64,92,66,61,80,70,48,56,75,68,25,33,28,48,48,25,44,58,61,53,32,62,53,53,79,63,62,90,68,81,51,31,56,55,51,50,52,57,35,52,38,31,51,46,71,87,67
77,198,69,68,66,61,54,55,80,63,61,35,80,75,36,64,35,71,48,36,47,71,75,56,61,70,79,71,80,72,42,85,60,81,58,40,57,60,57,47,50,55,46,50,46,33,49,33,72,81,68
77,195,66,43,48,76,69,61,84,68,66,53,82,80,36,83,36,55,38,38,52,71,70,66,30,60,70,72,78,83,54,92,72,84,56,51,68,48,60,43,60,59,36,60,46,33,42,28,73,80,68
78,185,71,61,38,78,68,57,57,76,42,67,77,67,57,72,42,37,46,49,51,89,69,67,65,67,74,72,76,77,51,77,77,78,69,42,67,67,69,65,67,59,79,72,47,42,68,67,78,62,68
78,219,82,80,78,80,80,80,70,60,40,75,75,60,25,30,30,40,32,30,48,80,60,60,45,50,67,67,69,67,36,80,80,83,64,34,60,58,64,63,53,55,25,53,45,33,44,38,70,80,68
78,204,74,60,65,75,69,55,73,73,48,59,76,77,68,68,33,56,38,61,63,76,71,56,39,68,70,67,64,74,43,80,66,81,75,42,73,58,76,72,67,59,35,67,63,34,50,62,75,56,68
78,185,82,73,77,77,53,52,72,71,33,47,72,73,58,71,30,56,41,38,40,61,70,43,39,56,62,62,74,82,45,85,83,78,73,58,76,72,77,76,61,65,55,61,63,31,49,47,71,61,68
77,190,75,68,71,76,64,68,50,86,34,73,77,74,44,84,44,63,40,62,64,75,69,57,40,48,70,78,76,78,54,84,79,84,64,47,63,59,75,53,79,51,36,67,44,29,46,35,79,49,68
77,210,79,70,62,73,54,53,90,79,61,72,82,75,25,61,30,56,30,25,50,74,68,68,38,78,49,59,58,69,33,83,73,79,56,49,58,60,50,60,56,54,25,56,41,25,38,29,73,82,68
78,207,81,63,78,75,66,68,74,76,49,64,75,69,29,34,29,51,34,25,57,79,77,63,44,61,72,70,67,69,35,80,75,83,57,34,59,53,50,57,59,58,44,59,34,30,49,46,73,81,68
76,213,70,49,60,73,54,83,75,79,57,55,72,77,26,37,30,46,51,35,60,81,74,57,52,60,74,76,81,78,52,85,58,79,61,54,65,65,55,47,62,56,50,57,47,30,44,26,72,81,68
76,210,76,69,67,70,65,66,82,86,62,82,81,75,37,47,37,65,37,28,43,76,65,49,32,55,80,82,81,75,33,92,64,80,45,30,41,39,45,55,45,55,29,45,26,32,42,32,72,67,68
77,200,77,67,67,73,60,46,81,77,58,84,73,64,28,62,30,51,42,26,54,77,61,56,30,57,75,76,79,82,46,82,81,78,67,27,68,61,67,55,58,57,44,58,58,26,39,26,76,82,69
76,191,73,68,75,84,67,70,73,58,45,86,74,70,25,50,30,39,42,35,52,74,71,58,40,65,82,70,78,78,54,80,82,82,55,38,59,46,55,60,53,56,45,53,35,28,43,30,74,83,69
80,210,72,57,57,69,65,68,63,72,40,77,77,71,50,89,40,60,50,39,53,74,71,47,26,45,77,77,87,97,44,85,66,85,68,44,53,59,68,48,59,55,42,59,40,29,44,41,75,69,69
75,173,83,68,76,78,78,66,73,80,48,73,68,74,25,43,30,68,25,25,38,62,73,56,58,58,76,76,77,69,40,80,66,82,46,43,49,59,46,55,45,59,54,45,28,35,47,34,72,73,69
76,205,78,73,76,74,60,59,68,81,66,73,85,86,25,45,30,50,48,26,58,60,72,54,45,45,74,72,80,75,60,82,65,82,62,31,59,50,62,47,55,63,28,55,41,39,49,33,73,74,69
80,215,76,74,73,76,45,75,48,85,35,77,65,68,40,80,40,30,40,26,57,72,70,53,37,65,79,77,80,84,60,80,70,85,63,40,57,55,69,57,69,56,45,69,30,31,49,39,79,80,69
75,190,80,65,72,77,54,49,86,74,74,76,75,68,25,69,30,56,25,29,36,72,66,56,48,40,76,78,73,82,30,80,84,81,58,29,59,56,54,52,66,55,45,66,34,37,44,29,77,88,69
76,200,71,61,59,75,80,67,82,83,72,65,69,67,32,47,32,40,32,27,57,69,67,69,31,72,67,75,74,78,64,80,52,80,49,35,59,39,49,46,49,58,29,49,37,29,49,31,72,81,69
76,225,72,67,66,77,66,65,61,69,47,69,79,72,37,73,42,59,45,43,50,70,76,65,37,57,79,76,80,78,64,81,70,80,75,52,76,56,75,62,65,61,34,65,47,31,42,33,74,70,70
78,195,69,50,47,75,61,65,80,69,46,73,56,69,25,26,25,53,42,33,51,81,71,64,36,70,70,65,66,69,44,85,79,82,77,42,76,73,76,70,68,59,38,68,76,31,46,46,74,75,70
72,201,64,46,43,83,74,70,90,81,83,55,82,77,25,38,25,57,25,25,25,78,78,77,41,80,84,76,88,85,52,80,90,83,54,25,64,50,54,50,52,59,35,52,43,28,45,38,72,60,70
76,208,77,72,67,76,52,67,71,86,61,65,72,73,25,66,30,64,36,26,56,71,70,57,39,51,76,78,79,75,67,85,66,80,69,34,67,66,70,49,59,25,25,59,51,32,47,40,74,80,70
76,215,73,66,66,79,60,57,74,77,61,33,74,73,26,71,41,33,26,26,28,84,68,44,37,64,79,82,84,80,46,80,80,82,74,46,72,73,77,70,53,63,47,53,71,33,59,56,78,76,70
77,205,74,63,69,66,64,50,72,79,61,74,80,78,31,51,31,68,54,47,52,71,71,58,61,58,82,81,80,70,62,87,73,80,67,42,66,59,66,51,59,59,33,59,46,29,50,34,75,71,70
74,185,77,58,74,91,76,68,72,81,53,89,66,73,25,34,30,48,28,25,33,67,76,62,53,63,83,79,81,68,41,89,75,80,56,25,52,52,41,53,41,59,33,41,33,30,42,40,73,76,70
76,214,80,70,79,82,74,73,65,82,71,79,80,75,25,30,30,52,44,25,41,74,71,66,44,57,78,75,77,75,38,87,57,82,59,44,58,50,68,56,68,56,31,68,46,40,45,44,83,61,71
77,220,78,68,77,75,39,37,61,75,37,35,70,71,37,74,37,37,32,25,37,82,75,67,36,65,80,84,80,94,60,86,88,77,78,55,72,72,82,67,70,64,48,70,57,35,59,57,75,76,71
77,180,82,69,64,70,72,66,73,70,57,83,75,72,37,76,37,62,45,25,48,71,71,71,39,75,76,72,79,82,42,80,70,81,61,42,63,62,59,59,55,60,57,55,47,41,69,57,75,72,71
78,200,73,64,65,87,64,50,74,64,56,60,71,56,46,81,61,50,28,26,44,76,69,56,35,54,80,83,84,72,36,80,85,83,74,30,75,72,74,71,49,59,52,49,71,32,42,34,78,84,71
75,194,84,75,77,78,55,64,83,82,63,54,73,71,25,25,25,59,28,28,45,72,76,56,39,63,85,77,86,66,42,80,73,76,55,34,61,58,55,40,58,63,40,58,38,38,44,34,75,82,71
79,210,56,30,25,72,35,36,83,59,38,77,82,74,53,75,33,40,49,50,50,83,68,74,27,72,69,63,62,72,66,82,95,82,84,54,78,82,82,76,78,61,58,76,83,52,51,70,75,76,72
77,215,81,72,68,80,68,76,64,80,46,85,76,70,31,36,31,50,48,36,73,82,72,56,35,51,70,74,72,72,60,84,90,87,75,54,72,70,75,62,68,46,28,68,71,26,48,38,76,81,72
77,201,81,74,72,80,77,76,61,75,67,77,79,72,27,37,30,51,31,35,43,74,73,69,42,64,77,76,78,77,51,87,77,77,59,32,56,51,72,47,51,60,45,64,37,35,45,41,84,71,72
79,212,89,81,49,88,86,70,74,79,66,87,74,66,25,25,25,31,28,25,56,73,66,75,35,80,39,56,59,57,36,86,80,81,69,43,66,66,55,60,49,55,47,49,56,25,48,52,79,81,72
78,211,66,60,62,82,68,80,67,71,66,65,84,73,36,65,36,75,41,36,54,73,75,74,50,69,81,84,80,69,48,89,72,84,70,41,66,70,58,66,60,55,31,60,61,32,56,40,79,73,73
78,210,86,79,75,87,62,52,82,85,73,88,76,77,33,43,33,34,37,49,61,74,63,62,31,66,76,74,75,74,48,82,65,80,73,33,72,70,73,50,50,59,38,50,63,30,47,48,78,69,73
78,210,67,62,63,80,73,72,79,71,47,65,72,67,37,60,37,49,32,27,51,79,67,67,35,72,68,67,79,69,60,83,85,82,79,59,79,75,78,57,72,62,60,72,77,35,57,37,76,78,73
76,215,76,70,68,86,59,80,83,85,76,77,74,72,26,66,30,53,46,31,59,82,70,55,44,49,84,84,81,82,65,92,78,75,71,38,70,69,71,64,69,57,41,69,46,25,38,25,77,71,73
79,200,65,64,62,86,55,76,79,79,75,77,83,81,25,50,30,61,31,25,40,71,71,65,44,71,68,72,72,63,40,92,80,86,69,33,68,65,64,67,49,59,25,49,60,27,41,30,79,89,73
76,205,88,71,78,76,69,69,71,79,57,79,72,72,37,47,32,54,44,25,48,80,69,55,35,56,75,75,77,78,42,80,85,83,76,35,71,70,77,69,55,62,37,55,67,33,41,37,80,80,73
78,219,82,80,78,84,81,80,85,70,60,78,84,74,25,30,30,52,32,30,48,84,68,60,45,50,67,67,69,67,36,85,80,83,64,34,60,58,68,63,53,55,50,53,50,33,44,38,73,85,73
75,185,77,72,72,72,68,61,72,75,66,87,78,77,26,58,26,57,49,41,59,70,76,68,67,70,89,76,88,64,48,92,75,78,59,31,68,59,59,60,62,75,47,62,51,29,43,37,77,71,73
77,181,69,57,58,81,67,71,83,74,65,63,83,78,55,92,35,62,33,39,53,75,74,68,62,71,81,81,82,97,44,92,80,83,55,44,56,59,61,40,47,56,35,47,35,27,45,52,78,79,73
78,205,78,56,64,81,65,70,88,80,81,74,78,74,26,46,31,66,26,25,34,67,68,60,58,64,80,80,81,65,42,90,70,81,64,34,58,56,72,58,54,54,41,54,46,28,42,36,84,86,74
75,173,85,74,78,83,82,75,84,82,70,75,70,76,25,45,25,70,26,27,40,64,75,58,60,60,76,76,77,69,40,80,66,82,48,45,51,61,48,57,47,61,56,47,30,37,49,36,74,84,74
78,220,70,72,71,86,87,67,81,60,72,79,71,72,37,67,37,34,42,25,59,80,71,75,39,71,71,75,78,78,52,88,72,79,74,42,72,70,74,59,71,60,39,71,47,32,42,41,77,81,74
77,205,74,71,70,73,47,70,78,76,70,77,75,75,30,68,30,49,30,30,53,80,70,70,29,77,85,87,83,69,40,92,92,83,77,40,76,75,78,65,46,60,32,46,70,32,41,33,81,65,74
73,175,78,76,77,72,74,79,75,80,72,74,72,74,25,42,25,67,27,25,57,74,80,73,57,69,86,79,85,72,31,80,56,76,63,25,68,57,63,45,61,59,42,61,52,30,42,30,77,67,74
78,175,70,58,63,71,74,71,88,77,71,75,78,75,36,81,36,70,41,28,55,78,75,71,53,73,85,72,84,74,44,82,85,80,70,29,68,60,70,61,44,57,48,44,56,34,72,52,78,66,74
77,200,75,76,78,74,74,72,72,88,78,84,78,82,25,48,25,66,48,25,55,76,91,68,52,62,84,75,82,75,40,82,51,77,59,41,66,58,59,66,71,57,33,71,43,28,38,27,80,63,75
78,204,74,60,70,79,74,60,80,75,65,70,88,80,68,85,50,64,38,61,63,85,73,56,39,68,70,72,70,74,43,90,66,81,78,42,79,74,79,72,67,59,65,67,70,48,60,62,75,80,75
77,215,75,71,70,85,78,72,68,93,50,79,82,80,40,60,40,59,40,44,45,84,72,80,82,81,70,71,71,72,56,80,85,84,78,76,79,77,80,60,79,71,42,78,65,70,78,75,75,31,75
78,205,81,80,80,77,67,74,76,77,56,76,74,76,25,46,25,67,36,31,61,71,83,66,67,67,77,74,76,67,43,65,75,78,66,41,78,71,64,70,66,81,41,66,61,34,50,54,82,76,75
77,210,83,74,74,85,82,57,94,83,75,80,86,82,25,65,30,60,34,28,54,78,72,72,42,82,49,59,58,69,33,83,73,79,60,53,62,64,54,64,60,58,27,60,45,28,42,33,75,86,75
78,202,71,71,64,82,80,70,84,80,80,70,82,79,35,70,40,70,48,46,44,85,79,50,30,48,81,82,80,78,64,81,70,83,61,55,62,58,58,58,68,61,53,68,50,31,46,36,75,84,75
80,208,77,77,75,75,70,75,87,81,80,82,81,77,35,35,35,64,54,45,53,84,64,59,52,63,74,65,71,69,37,80,76,83,74,53,73,67,74,69,55,56,32,55,70,29,46,25,85,75,75
78,205,75,74,70,83,67,70,85,87,65,72,82,79,35,78,35,66,38,36,53,71,76,80,37,84,72,74,75,78,55,81,83,83,62,45,64,63,56,58,55,59,40,55,40,29,49,27,75,75,75
76,213,69,34,36,70,29,25,55,62,32,44,77,76,32,67,32,49,49,39,60,93,67,55,30,56,62,79,73,78,68,90,85,72,93,67,89,81,93,82,82,87,47,87,92,57,58,45,78,70,75
76,204,86,78,75,94,84,70,82,72,80,70,77,76,25,35,30,50,50,27,46,60,63,68,33,74,70,70,79,63,62,90,68,81,53,33,58,57,53,52,54,59,37,54,40,33,53,48,75,92,75
76,190,86,71,78,85,60,55,92,84,85,84,81,78,30,75,30,62,30,35,42,78,72,62,61,46,76,78,73,82,30,80,84,81,64,35,65,62,60,58,72,63,55,72,40,37,64,35,77,88,75
76,200,84,64,62,87,83,78,88,86,80,75,84,80,35,50,35,43,35,30,60,84,70,72,34,75,67,75,74,78,64,80,52,80,52,38,62,42,52,80,52,83,32,52,40,32,52,34,75,84,75
77,220,79,74,71,81,64,68,72,83,52,71,75,72,42,67,42,61,59,60,62,82,72,75,34,74,75,75,77,70,55,85,80,84,77,35,75,72,77,76,77,58,34,77,67,27,44,33,79,77,75
77,207,74,70,70,86,70,65,75,74,67,88,84,79,27,72,30,57,41,52,52,78,75,65,58,69,78,75,84,87,56,94,78,80,73,42,75,72,59,62,64,58,34,64,62,34,46,41,82,79,76
75,195,82,80,78,78,74,65,78,85,75,84,75,80,25,65,30,78,25,25,51,82,74,55,53,60,75,75,74,65,56,85,74,79,60,35,62,58,60,45,60,59,40,60,55,47,42,35,76,92,76
75,185,82,60,68,96,69,74,94,84,80,78,82,78,30,50,26,70,30,28,38,71,68,58,62,59,80,80,81,65,42,90,70,81,68,38,62,60,76,62,58,58,45,58,50,32,46,40,78,85,76
77,190,80,74,73,55,59,63,82,72,75,79,86,85,50,75,40,69,33,25,40,85,67,72,63,71,75,76,74,74,55,90,86,76,73,65,72,70,73,70,70,67,32,70,70,43,46,40,76,85,76
76,170,85,76,68,86,84,71,89,85,85,85,71,70,25,30,30,65,64,40,55,80,66,59,37,58,74,76,75,64,36,87,75,73,69,28,70,72,70,72,61,65,35,61,70,32,63,57,76,72,76
79,212,93,85,53,92,90,74,78,83,70,91,78,70,25,25,25,35,32,28,60,77,70,79,39,84,39,56,59,57,36,86,80,81,73,47,70,70,59,64,53,59,51,53,60,28,52,56,79,85,76
78,205,71,68,65,72,68,64,88,77,75,68,85,84,50,90,65,70,60,50,65,78,68,48,62,48,75,85,84,92,50,85,61,86,63,52,60,57,63,58,62,59,25,62,69,33,48,45,76,88,76
76,213,72,72,71,70,64,58,55,76,40,78,74,75,35,88,35,72,52,42,35,70,70,58,50,59,82,82,80,78,68,80,80,72,87,64,78,79,94,70,75,73,52,78,70,40,52,40,78,74,76
76,215,82,70,75,71,71,69,75,80,52,67,70,73,32,82,32,63,37,38,50,81,74,68,64,71,80,74,82,88,66,82,85,83,75,45,75,73,78,75,81,70,55,81,62,33,58,39,80,77,76
77,217,83,78,72,68,54,42,92,84,75,88,84,78,35,75,35,48,49,33,48,88,74,65,42,67,68,74,70,72,60,88,85,74,74,40,78,70,70,81,77,83,32,77,75,60,61,60,77,88,77
74,180,78,67,62,74,66,52,79,73,80,71,79,74,25,45,30,40,32,25,36,89,72,59,34,59,81,86,80,78,30,85,95,80,90,55,84,80,90,75,77,64,35,77,90,30,38,25,82,85,77
77,208,78,74,72,78,74,58,84,82,80,77,79,74,48,66,40,70,55,25,55,85,72,60,41,61,73,78,74,77,80,88,84,92,74,66,73,73,74,70,73,65,35,73,75,48,46,50,81,85,77
75,195,82,82,77,79,72,78,85,79,80,79,85,80,40,80,40,52,36,25,63,76,73,55,40,55,80,79,78,84,46,93,67,90,74,34,77,73,74,62,77,63,37,77,65,37,45,33,90,85,77
77,200,84,74,74,80,67,53,88,84,75,91,80,80,35,69,35,58,49,30,61,84,68,63,37,64,83,82,80,82,46,82,82,78,74,34,75,68,74,62,65,64,51,65,65,32,46,33,77,85,77
76,190,92,86,69,95,97,79,89,88,89,77,75,73,25,25,25,64,25,25,49,79,74,73,35,69,54,68,69,63,27,88,80,80,62,34,77,62,62,61,69,57,29,69,44,26,40,32,78,74,77
76,190,80,70,74,84,75,73,84,82,80,75,82,75,40,58,30,64,45,50,70,75,70,60,49,69,65,66,64,66,72,85,73,93,72,64,76,74,70,64,66,61,32,66,75,40,43,36,77,90,77
77,180,85,72,75,79,75,69,76,73,70,86,78,75,40,79,40,65,48,28,51,74,74,74,42,78,76,72,79,82,42,80,70,81,64,45,66,65,62,62,58,63,60,58,50,62,72,73,77,85,77
76,208,84,82,71,87,82,78,75,90,65,80,76,77,25,70,30,68,40,30,60,75,74,61,43,55,76,78,79,75,67,85,66,83,73,38,71,70,74,53,63,25,25,63,55,36,51,44,77,84,77
76,195,85,81,76,90,85,77,97,93,80,77,68,50,25,44,30,61,25,25,51,82,70,68,74,75,76,72,74,45,48,83,76,75,52,25,56,48,52,25,50,87,40,50,45,37,46,28,77,92,77
78,210,92,84,84,92,80,70,85,86,75,90,78,79,35,45,35,36,39,51,63,76,65,64,31,68,76,74,75,74,48,90,65,80,75,35,74,72,75,52,52,59,40,52,65,31,52,50,78,80,78
77,210,90,87,84,87,85,86,85,86,90,83,84,74,25,55,30,61,25,25,51,70,75,58,50,60,82,77,70,60,55,85,75,79,58,33,60,64,58,58,60,65,40,60,70,38,53,51,84,75,78
76,215,80,74,72,90,63,84,87,85,80,81,82,84,30,70,30,57,50,35,63,86,74,59,54,65,84,84,81,82,65,92,78,75,75,42,74,73,75,68,73,61,45,73,50,28,42,25,78,75,78
76,210,86,81,82,85,80,82,75,86,80,90,75,74,25,43,30,71,45,30,55,79,77,70,38,64,74,74,77,72,42,85,72,77,54,40,58,49,54,58,53,59,27,53,35,32,50,41,78,88,78
80,210,80,62,74,85,70,79,84,85,85,82,82,76,55,94,45,65,55,44,58,79,76,52,31,50,77,77,87,97,44,85,66,85,73,49,58,64,73,53,64,60,47,64,45,34,49,46,78,85,78
77,183,85,84,80,95,93,85,84,85,75,81,84,74,44,59,44,58,25,25,51,84,64,60,60,61,68,65,59,65,42,85,80,76,72,40,70,72,64,72,62,58,37,62,75,36,38,27,78,85,78
76,207,84,77,80,85,81,80,82,82,75,80,85,84,30,40,30,60,34,38,46,84,76,72,45,67,80,79,81,80,54,90,80,77,62,35,59,54,75,50,54,63,48,67,40,38,48,44,84,82,78
79,234,80,77,71,92,66,63,85,86,87,79,85,79,37,52,37,65,54,46,61,81,71,59,65,67,72,65,66,66,36,77,84,90,81,64,77,75,80,65,50,68,37,50,72,31,47,44,84,82,78
79,212,89,81,49,93,93,80,88,87,85,87,88,70,25,25,25,45,28,25,56,73,66,75,35,80,39,56,59,57,45,94,80,81,73,43,74,74,55,70,49,55,47,49,75,25,48,52,79,88,78
77,210,89,81,74,90,87,82,94,83,90,79,86,79,25,65,30,60,34,28,54,70,72,72,42,82,49,59,58,69,33,83,73,79,60,53,62,64,54,64,60,58,27,60,45,28,42,33,78,85,78
80,218,83,77,71,92,88,80,90,72,85,79,72,75,25,40,30,45,43,36,58,94,70,70,63,74,66,70,69,60,58,80,85,82,64,59,70,68,54,63,56,59,35,56,70,37,70,58,78,85,78
79,205,82,68,77,86,84,76,84,82,80,70,80,77,40,42,30,48,32,25,41,67,82,77,70,70,82,78,80,74,31,90,81,70,70,33,70,70,70,58,70,64,35,70,60,41,62,40,78,75,78
76,200,86,78,80,90,70,88,84,79,86,81,84,78,26,36,35,57,28,34,42,74,77,70,66,71,86,83,84,80,60,98,95,77,62,31,64,65,50,46,50,59,36,50,56,30,41,27,84,76,79
78,205,82,78,68,85,79,74,92,84,85,78,82,80,30,50,26,70,30,28,38,71,72,64,62,68,80,80,81,65,42,90,70,81,68,38,62,60,76,62,58,58,45,58,50,32,46,40,84,90,79
76,225,82,70,78,86,84,82,64,72,85,85,89,86,40,85,55,62,48,46,53,73,79,68,70,60,79,76,80,78,64,81,70,80,75,55,76,59,78,65,68,61,55,68,50,32,51,36,79,78,79
77,195,87,85,82,92,90,84,90,83,80,85,85,64,30,57,30,77,25,25,51,77,68,63,54,63,79,69,65,40,60,85,85,79,52,42,60,58,52,59,57,65,27,57,60,51,40,31,85,90,79
