@relation 'NBA2K Players'

@attribute height numeric
@attribute weight numeric
@attribute 'Open shot mid' numeric
@attribute 'Contested shot mid' numeric
@attribute 'Off dribble shot mid' numeric
@attribute 'Open shot 3pt' numeric
@attribute 'Contested shot 3pt' numeric
@attribute 'Off dribble shot 3pt' numeric
@attribute 'Shot IQ' numeric
@attribute 'Free throw' numeric
@attribute 'Offensive consistency' numeric
@attribute 'Shot close' numeric
@attribute 'Standing layup' numeric
@attribute 'Driving layup' numeric
@attribute 'Standing dunk' numeric
@attribute 'Driving dunk' numeric
@attribute 'Contact dunk' numeric
@attribute 'Draw foul' numeric
@attribute 'Post control' numeric
@attribute 'Post hook' numeric
@attribute 'Post fadeaway' numeric
@attribute Hands numeric
@attribute 'Ball control' numeric
@attribute 'Passing accuracy' numeric
@attribute 'Passing vision' numeric
@attribute 'Passing IQ' numeric
@attribute 'Speed with ball' numeric
@attribute Speed numeric
@attribute Acceleration numeric
@attribute Vertical numeric
@attribute Strength numeric
@attribute Stamina numeric
@attribute Hustle numeric
@attribute 'Overall durability' numeric
@attribute 'On-ball defense IQ' numeric
@attribute 'Low post defense IQ' numeric
@attribute 'Pick & roll defense IQ' numeric
@attribute 'Help defense IQ' numeric
@attribute 'Lateral quickness' numeric
@attribute 'Pass perception' numeric
@attribute 'Reaction time' numeric
@attribute Steal numeric
@attribute Block numeric
@attribute 'Shot contest' numeric
@attribute 'Defensive consistency' numeric
@attribute 'Offensive rebound' numeric
@attribute 'Defensive rebound' numeric
@attribute Boxout numeric
@attribute Potential numeric
@attribute Intangibles numeric
@attribute overall numeric

@data
86,248,79,46,32,25,25,25,69,78,39,69,87,45,64,66,34,62,56,44,46,53,29,27,25,53,27,39,32,52,65,62,51,78,51,65,55,52,26,49,57,52,67,57,44,62,81,76,74,69,67
83,245,60,38,39,30,28,28,52,56,35,69,93,74,70,52,35,69,72,52,40,70,35,34,31,48,39,65,55,87,75,75,69,78,58,67,56,66,42,40,62,58,74,67,55,72,69,68,78,40,67
84,255,37,26,26,26,26,26,75,67,33,69,62,39,53,50,28,53,37,48,39,52,37,26,26,45,38,53,46,64,58,77,87,80,52,64,53,63,32,51,57,55,79,57,33,65,80,77,74,80,67
85,230,68,55,44,69,47,48,75,66,58,70,78,61,43,33,30,61,69,67,68,67,47,33,30,43,44,57,58,67,42,81,74,82,51,58,54,56,35,43,52,51,53,52,33,40,61,58,77,81,67
84,246,80,73,46,47,29,25,65,63,27,81,82,59,72,57,42,37,61,67,68,73,54,34,28,63,54,67,60,74,53,77,82,82,59,73,68,74,54,35,76,54,81,75,47,49,69,67,77,39,67
84,234,78,65,49,61,45,32,53,65,41,76,79,69,71,56,36,55,70,75,69,76,45,46,49,66,31,44,37,59,45,77,72,85,49,61,63,64,36,40,55,51,59,60,31,73,69,71,77,59,67
85,220,74,65,57,71,51,54,62,75,37,74,79,67,77,62,47,45,55,56,58,79,71,46,32,29,71,71,68,75,63,80,80,82,44,59,51,62,49,55,59,35,62,57,40,61,61,64,84,65,67
81,220,56,37,30,30,30,30,34,59,30,67,78,73,87,77,52,67,64,66,59,65,44,34,36,47,40,71,61,74,56,76,76,80,54,69,56,67,56,57,60,65,74,62,42,81,77,77,79,44,68
83,239,79,56,37,65,27,25,78,76,51,77,80,54,71,51,31,45,62,64,60,60,38,54,33,56,46,54,44,58,76,79,80,79,60,64,58,63,50,50,60,54,73,60,41,58,59,69,72,74,68
83,255,28,26,26,26,26,26,57,53,35,85,68,45,75,64,40,40,59,53,55,57,30,27,26,55,37,59,46,90,75,79,88,87,56,75,59,77,39,66,67,54,79,71,55,77,65,65,75,69,68
83,273,74,47,29,26,26,26,83,59,35,73,80,63,60,47,30,53,63,58,52,57,30,53,34,59,32,55,47,58,65,65,85,69,69,68,71,74,37,55,75,57,51,75,65,61,77,70,75,73,69
82,260,73,42,38,27,27,27,82,70,59,79,69,54,59,48,39,55,62,61,56,60,29,36,27,59,31,43,41,54,64,75,64,80,48,68,56,62,36,56,45,51,66,45,54,73,76,76,75,82,69
82,245,68,31,25,60,25,27,58,65,36,56,83,46,66,77,36,63,41,46,36,36,31,25,25,58,36,53,43,81,68,70,88,75,69,73,71,79,46,66,90,60,64,90,66,68,66,79,75,73,69
83,245,28,26,26,26,26,26,82,64,49,81,76,34,64,39,64,50,62,60,34,56,29,27,34,62,40,57,25,39,53,72,83,80,52,64,58,63,52,58,55,77,84,55,49,73,82,79,74,73,69
82,231,76,59,31,63,38,29,51,74,64,81,81,63,69,49,39,63,77,78,69,69,38,37,41,50,29,42,35,49,65,75,70,85,43,59,51,59,37,38,53,49,57,58,29,78,75,76,80,67,69
85,239,53,35,28,27,27,27,48,63,38,68,84,61,73,58,30,62,73,75,58,65,36,47,48,60,33,55,39,52,69,75,79,80,63,74,68,73,32,38,63,56,80,72,43,67,73,72,80,49,69
84,235,58,37,28,25,25,25,83,68,60,77,67,43,70,63,40,74,57,63,46,54,30,25,25,65,30,52,30,61,60,75,88,81,58,72,54,79,25,56,71,58,86,71,50,65,73,76,74,65,69
81,275,68,67,65,65,65,65,70,82,55,77,80,30,80,45,80,67,60,70,68,60,48,34,35,59,78,78,43,63,67,74,80,80,49,60,48,50,43,54,50,65,73,50,50,68,57,68,70,78,69
82,250,72,38,30,40,27,27,76,50,48,70,82,40,68,58,33,63,63,68,56,69,35,32,29,50,44,61,52,78,78,80,85,80,62,73,60,70,50,43,66,53,59,66,48,55,74,66,76,83,69
84,255,27,27,27,27,27,27,76,49,49,41,81,42,59,54,59,63,56,63,38,65,29,27,27,56,32,42,42,56,63,78,87,82,52,71,76,74,36,48,76,51,50,76,59,68,84,74,75,80,69
86,280,74,39,25,25,25,25,45,76,25,65,75,42,65,48,30,57,56,86,45,58,30,32,30,53,29,39,25,41,84,83,68,80,67,81,66,80,25,59,70,52,77,85,70,56,60,60,76,67,69
85,245,61,39,28,74,59,53,82,80,67,68,84,56,67,42,27,47,67,66,70,58,34,55,60,51,34,47,40,60,54,78,62,75,62,59,60,70,37,43,62,55,58,62,37,48,74,71,73,76,69
84,250,68,34,25,25,25,25,85,76,55,52,82,47,65,49,30,64,69,75,63,65,30,31,27,53,34,55,40,72,68,80,78,77,50,62,56,65,35,50,56,50,58,56,60,62,64,75,75,80,69
85,242,62,25,25,25,25,25,35,62,25,85,77,51,77,62,42,67,35,45,35,69,32,27,25,41,39,85,68,75,45,78,80,80,69,73,72,75,67,59,82,59,74,81,52,68,64,62,79,57,69
85,255,67,51,45,45,30,26,77,68,60,55,73,55,75,60,35,53,71,57,43,59,27,26,31,40,32,54,50,60,68,80,66,78,58,69,59,73,45,57,80,53,62,80,45,67,81,77,75,70,70
88,293,67,27,25,25,25,25,30,71,30,86,75,45,80,35,35,65,71,64,55,35,30,40,27,30,25,37,37,40,67,70,45,65,40,68,50,60,30,68,68,54,69,68,60,82,82,82,77,60,70
82,222,27,27,27,27,27,27,42,30,37,55,82,55,77,67,42,63,44,47,40,52,40,27,27,27,37,66,62,80,62,79,96,83,46,69,49,76,54,66,62,57,77,74,62,82,74,82,77,82,70
84,240,59,43,27,28,25,25,84,68,64,75,78,61,69,54,39,62,66,66,62,70,34,26,26,58,38,80,47,88,66,82,93,84,48,64,72,70,48,54,62,56,62,62,49,60,69,73,76,67,70
85,225,72,62,38,73,56,37,64,68,53,74,82,67,68,63,43,40,66,64,67,80,64,45,35,55,62,65,64,65,49,75,75,82,67,68,68,74,66,66,68,60,80,73,53,43,69,68,84,63,70
83,255,38,27,27,27,27,27,79,46,44,57,87,67,64,46,30,68,68,46,34,53,29,28,27,42,38,64,42,83,78,76,72,78,52,70,50,71,36,54,61,52,77,61,49,81,74,82,76,72,70
84,240,90,84,50,63,36,31,74,77,56,84,84,43,66,41,66,61,60,46,57,63,31,26,32,48,34,64,37,85,73,78,46,73,45,66,62,76,45,56,47,57,78,47,61,45,61,61,73,71,70
83,240,78,62,35,65,33,27,72,84,60,88,75,73,45,78,35,63,55,65,57,61,50,35,32,55,44,74,58,60,72,85,80,88,49,53,52,55,53,52,63,50,46,63,27,60,78,80,75,80,70
82,235,70,64,44,42,27,27,69,65,34,88,77,55,69,67,69,57,68,69,56,74,31,27,32,57,41,66,48,75,78,85,64,77,58,64,67,67,45,46,67,53,54,67,49,70,73,75,76,74,70
83,280,67,46,32,26,26,26,62,56,44,67,71,41,69,34,29,64,65,68,54,58,26,26,40,26,31,43,32,40,87,60,60,79,47,72,44,55,26,48,74,59,84,74,49,78,76,81,76,82,70
84,265,41,25,25,25,25,25,76,51,41,83,84,60,56,53,56,52,64,66,54,70,31,25,25,64,34,46,25,57,61,80,86,80,61,69,66,76,40,41,68,56,73,68,41,78,67,81,74,76,70
82,240,80,64,52,63,26,25,69,71,49,75,69,51,29,56,59,52,54,54,52,62,41,33,56,56,42,50,39,75,83,85,80,85,48,71,62,58,48,53,57,54,78,57,49,69,79,74,76,82,70
85,245,31,25,25,25,25,25,72,56,57,51,82,52,72,52,72,35,69,65,49,46,32,26,25,26,30,45,33,55,68,74,80,78,47,72,57,74,30,62,67,55,90,67,62,74,79,69,75,82,70
83,240,40,36,31,25,25,25,80,76,40,60,90,55,65,53,30,65,71,75,53,63,30,30,29,46,40,59,50,63,68,77,83,80,74,75,73,75,45,69,74,58,51,72,60,61,55,65,76,83,70
85,250,69,32,25,33,25,25,75,67,30,70,83,56,80,70,35,57,69,64,47,57,30,25,25,54,30,52,47,63,70,83,67,79,60,76,69,79,49,53,60,52,69,70,55,63,68,63,77,80,70
82,210,65,25,25,25,25,25,90,55,50,78,92,64,90,80,35,57,64,75,35,69,41,25,25,69,32,47,46,74,52,82,85,72,69,67,70,72,41,60,79,40,80,77,70,63,57,81,76,88,71
83,220,33,25,25,25,25,25,87,54,60,88,89,64,80,70,30,64,55,65,53,62,30,25,32,61,30,64,56,59,44,80,90,80,65,67,69,68,65,57,62,52,88,79,60,67,60,79,76,84,71
84,238,63,26,25,80,35,37,84,70,75,50,88,65,65,48,30,69,78,74,74,57,37,43,39,61,30,45,41,55,69,84,88,81,56,57,72,61,30,40,72,58,52,74,60,47,61,71,76,85,71
82,255,84,80,58,76,44,25,78,79,76,66,80,64,56,54,31,70,78,51,64,54,31,25,39,70,34,62,56,52,76,80,85,82,44,58,56,56,52,60,48,54,66,48,51,69,71,81,75,66,71
83,250,70,43,42,26,26,26,64,51,39,81,88,61,74,62,44,63,72,73,72,56,34,47,49,48,37,58,54,70,81,84,71,74,57,73,58,66,48,54,55,67,52,55,44,45,74,72,77,75,71
85,240,26,25,25,25,25,25,50,58,26,61,80,60,86,69,36,65,47,61,48,54,31,36,27,60,33,58,37,69,78,87,75,76,68,75,70,71,61,71,71,54,58,88,66,73,85,71,76,54,71
83,245,77,66,46,52,34,26,75,77,60,79,83,53,65,59,35,64,69,79,50,65,30,27,35,57,38,52,52,68,71,84,81,83,57,64,63,75,47,54,66,62,69,77,65,60,76,69,77,78,72
83,250,62,36,27,27,27,27,73,54,50,86,83,41,70,64,30,65,66,63,57,71,30,27,32,59,35,48,46,57,78,78,80,82,67,77,69,78,41,64,75,58,67,79,60,60,76,77,76,75,72
83,240,76,68,44,60,26,26,81,66,54,79,81,53,64,37,35,41,74,67,74,74,29,27,27,62,39,62,40,67,66,80,83,83,62,76,63,80,32,32,73,51,79,79,64,46,72,76,84,88,72
83,290,45,29,26,26,26,26,77,77,72,64,94,50,67,51,37,73,75,83,67,55,32,29,38,55,32,43,41,49,98,85,83,81,65,77,77,65,38,56,67,37,26,67,57,48,47,76,75,71,72
84,260,39,25,25,33,25,25,67,44,31,69,81,48,71,56,30,34,65,74,56,73,34,37,55,64,31,50,29,57,80,78,72,72,76,80,79,81,25,67,78,54,83,85,76,64,83,86,78,76,73
81,245,61,26,26,26,26,26,70,59,26,65,87,47,81,64,36,70,54,44,41,31,31,26,26,70,30,56,54,61,73,79,93,83,67,85,68,88,46,50,71,46,85,86,46,74,87,84,78,81,73
82,240,48,28,28,28,28,28,70,52,36,88,80,56,71,65,36,64,60,78,53,59,41,28,30,56,44,72,45,75,78,80,76,80,54,63,66,66,50,51,57,59,68,65,61,86,81,76,77,74,73
83,232,60,33,25,25,25,25,50,45,25,41,56,44,76,41,30,57,51,56,36,59,38,46,68,58,33,52,47,78,75,86,90,76,78,84,83,82,42,71,71,57,68,88,81,86,85,80,79,71,73
84,250,73,49,40,49,30,25,61,64,45,71,83,52,75,50,40,55,65,73,65,69,25,25,25,53,39,61,48,68,83,80,70,75,63,70,65,69,35,59,70,65,77,70,45,75,75,77,84,69,73
83,228,45,26,33,41,25,25,78,55,56,59,78,64,86,71,41,63,60,58,58,75,42,28,37,56,35,72,67,74,60,84,90,76,61,79,75,81,60,70,81,79,74,81,56,61,77,73,80,81,73
84,255,66,47,34,25,25,25,86,76,66,92,84,58,71,56,41,58,75,73,51,68,31,26,32,65,29,37,25,57,75,80,85,81,74,71,72,76,25,60,76,41,78,76,71,83,62,70,77,70,73
83,275,61,39,27,27,27,27,75,74,32,69,81,48,62,42,62,74,61,67,50,63,32,43,36,43,32,53,31,35,62,80,87,64,66,78,71,76,39,69,77,59,44,77,62,85,84,82,76,62,73
81,260,80,67,53,68,31,28,75,61,62,76,87,70,57,48,32,57,76,72,72,82,52,55,58,65,40,40,48,70,86,86,85,75,61,71,72,60,47,62,67,61,55,67,52,70,85,83,77,69,74
83,235,67,30,27,27,27,27,84,60,56,66,77,55,76,76,41,75,65,64,63,77,33,36,59,68,47,65,48,75,68,78,92,83,62,75,67,73,44,64,66,58,68,66,71,68,77,75,78,82,74
83,253,71,56,35,69,34,26,85,75,70,88,82,62,60,50,30,32,59,67,65,65,30,30,61,35,56,58,58,43,68,79,88,76,54,73,51,74,32,52,59,66,57,59,45,72,80,77,85,86,74
84,250,49,26,26,26,26,26,81,49,52,87,71,41,72,55,32,65,62,45,54,71,27,34,26,60,40,56,44,66,74,85,83,81,70,80,75,82,60,50,72,50,64,78,82,74,58,71,81,87,74
82,289,84,82,60,28,28,28,76,61,76,77,86,59,76,51,36,61,88,85,85,73,38,51,40,56,30,64,43,60,88,70,59,80,60,74,66,67,38,52,70,57,66,70,46,48,81,78,80,83,75
83,247,84,76,49,70,27,27,83,75,80,80,87,59,80,53,30,71,77,69,68,70,45,35,27,59,40,67,28,58,73,79,76,81,35,47,36,34,27,40,59,50,50,69,27,88,81,89,80,89,75
84,240,75,62,51,85,75,55,82,73,75,86,85,68,50,40,30,68,76,74,75,74,54,40,37,50,44,57,58,67,42,81,74,82,58,70,61,74,42,50,59,58,75,74,40,47,68,65,77,85,75
83,265,76,40,34,25,25,25,76,70,56,83,78,56,76,67,41,69,81,79,70,70,48,46,46,66,34,62,54,57,83,84,78,94,59,76,65,66,50,49,60,58,61,58,61,70,79,77,80,74,75
83,270,69,56,59,42,25,25,81,65,71,84,89,73,86,51,36,76,81,81,68,83,38,51,31,64,56,58,51,60,88,88,80,84,45,66,50,65,39,44,71,51,64,70,36,61,65,64,84,90,75
81,275,68,67,65,65,65,65,83,82,65,82,84,52,80,45,80,67,69,74,68,82,48,34,35,59,42,72,43,63,67,80,90,80,54,68,58,65,43,54,50,65,73,50,60,68,78,80,75,85,75
83,240,71,46,34,26,26,26,76,67,56,84,94,54,61,59,41,56,68,64,68,62,31,45,30,62,34,63,41,71,88,87,80,86,69,75,73,74,37,55,71,54,69,76,66,70,80,80,79,66,75
87,293,67,27,25,25,25,25,84,88,50,86,90,65,85,35,35,85,71,64,55,35,30,40,27,30,25,37,37,40,67,70,45,65,40,68,50,60,30,68,68,54,69,68,60,90,90,90,77,60,76
84,250,68,42,25,25,25,25,84,58,55,76,89,68,70,51,30,75,74,68,40,65,35,37,34,37,25,65,54,49,65,85,63,65,73,82,73,84,45,75,73,73,92,73,75,80,82,78,76,69,76
81,242,45,28,25,26,25,25,83,67,70,67,94,64,95,76,50,81,64,66,74,60,35,35,36,55,33,51,52,80,85,78,95,80,59,66,70,69,52,60,67,63,66,67,50,81,78,84,76,75,76
84,250,87,78,47,51,26,25,84,71,76,90,86,71,76,51,36,62,84,80,73,65,31,31,58,66,39,69,52,45,79,88,75,76,55,74,54,70,45,53,60,56,63,60,46,64,77,73,80,81,76
85,245,34,25,25,25,25,25,84,51,59,40,86,62,84,52,44,65,45,52,52,75,29,25,28,52,31,58,32,57,58,78,85,81,64,83,68,90,48,54,88,53,82,89,79,77,83,88,84,84,76
84,245,53,46,39,33,33,33,88,60,30,85,96,62,95,85,45,71,66,61,39,65,35,25,28,74,40,75,60,92,78,80,75,82,62,83,77,82,48,51,60,55,80,68,45,85,78,60,76,65,76
81,245,65,26,25,25,25,25,82,57,40,76,83,63,90,70,45,65,59,66,58,75,34,26,25,65,37,70,57,74,60,82,85,90,71,73,70,79,65,53,67,52,52,67,50,87,78,85,81,90,76
84,275,80,72,44,41,26,26,86,75,86,88,90,68,81,56,36,72,89,84,81,64,31,31,38,68,27,35,25,60,87,84,68,76,61,75,60,71,26,65,76,55,76,76,56,63,64,74,81,76,77
83,265,26,26,26,26,26,26,81,42,58,72,81,63,83,78,48,75,72,67,46,78,33,26,26,50,31,74,59,78,90,90,83,81,73,81,76,82,45,73,73,54,73,73,73,70,84,83,85,80,77
84,231,81,45,42,26,26,26,79,70,70,84,84,53,75,60,30,65,75,76,59,59,30,31,27,60,40,67,52,52,82,79,68,81,57,75,59,78,43,49,65,51,76,69,55,84,82,85,82,69,77
84,238,84,68,40,88,40,42,84,80,76,61,93,70,70,53,35,74,83,79,79,62,42,48,50,66,30,45,41,55,69,84,88,81,61,62,77,66,35,45,77,69,56,79,65,47,80,76,77,70,77
82,240,89,78,58,69,32,30,75,77,55,76,75,57,65,62,59,58,60,60,58,68,47,39,56,62,42,50,39,75,83,85,80,85,54,77,68,64,54,59,63,59,84,63,55,80,85,86,77,88,77
86,265,61,42,31,25,25,25,87,77,85,84,84,34,75,40,40,68,72,70,65,70,27,50,41,50,25,38,25,29,89,84,85,74,71,85,70,87,25,77,70,55,78,70,85,62,64,70,77,94,77
82,226,54,42,38,30,25,25,85,73,75,79,92,60,80,40,45,74,76,74,58,78,27,45,36,45,25,40,32,30,70,85,60,81,70,80,74,82,25,70,70,58,61,80,80,78,80,82,88,90,77
83,240,80,68,44,60,26,26,85,74,65,84,81,53,75,50,35,65,78,75,74,84,29,27,27,62,39,62,40,67,66,90,85,83,62,76,68,80,32,32,73,51,79,79,70,65,80,82,84,90,77
83,240,80,68,44,60,26,26,85,74,65,84,81,53,75,50,35,65,78,75,74,84,29,27,27,62,39,62,40,67,66,90,85,83,62,76,68,80,32,32,73,51,79,79,70,65,80,82,84,90,77
85,245,84,65,31,81,62,56,84,78,80,83,87,59,70,45,30,64,79,76,75,74,37,58,63,54,34,47,40,60,65,85,85,75,65,62,63,73,40,46,65,58,61,65,40,70,80,82,77,80,77
84,240,35,29,25,28,25,25,78,56,55,74,84,37,75,46,45,72,62,74,38,58,34,45,34,40,28,37,29,45,80,80,60,90,65,85,71,86,29,78,70,55,85,82,85,85,87,87,78,83,78
82,250,84,79,44,71,54,25,89,73,83,72,88,63,73,54,28,53,83,77,78,72,43,55,57,63,40,62,54,69,90,90,82,78,65,81,74,78,43,63,74,53,68,74,78,49,63,75,85,87,78
83,230,89,77,63,28,25,25,88,61,60,80,95,68,65,52,40,73,55,63,57,85,35,58,31,64,34,55,47,58,65,80,97,69,80,73,84,84,47,60,80,67,61,80,70,76,80,80,80,85,78
84,263,45,41,36,25,25,25,80,47,60,82,86,50,85,49,45,70,70,74,69,75,35,32,27,59,35,42,25,60,84,85,85,84,64,85,58,84,28,47,77,57,90,85,85,74,80,83,78,80,78
82,230,57,51,44,58,54,50,85,67,55,60,91,50,95,95,45,75,68,50,40,40,35,27,29,62,53,65,60,81,68,85,97,75,81,79,84,83,43,70,94,61,87,94,80,86,80,82,78,76,78
84,250,68,42,25,25,25,25,84,58,55,76,94,68,70,51,30,75,80,74,59,65,35,37,34,37,25,65,54,49,65,85,63,65,73,82,73,84,45,75,73,73,92,73,75,80,82,84,78,69,78
83,250,79,70,48,51,37,27,88,84,80,80,88,67,64,42,40,70,82,78,63,74,28,55,45,58,25,38,30,30,80,85,50,95,62,70,65,70,25,59,62,56,57,62,65,86,84,88,78,84,78
83,245,40,38,29,25,25,25,90,66,80,74,90,50,96,60,40,70,74,77,40,75,28,34,29,35,32,50,25,49,74,69,75,85,68,85,72,85,25,68,60,60,90,60,70,72,82,94,78,85,78
82,225,35,33,30,25,25,25,90,59,75,84,94,45,85,60,55,75,74,75,60,85,26,39,32,32,25,27,26,45,87,85,80,78,70,82,75,84,25,66,55,28,60,55,80,79,82,85,78,89,78
82,280,44,31,26,25,25,25,80,62,60,89,94,60,85,45,40,67,72,74,59,85,41,35,33,54,25,32,32,52,95,85,83,79,75,87,63,88,32,66,80,57,84,80,85,68,83,80,78,85,78
80,240,55,34,27,25,25,25,84,70,65,87,89,51,90,60,40,87,62,50,52,90,35,25,28,58,35,71,32,60,90,80,96,70,74,80,83,82,32,60,78,58,56,78,60,91,80,85,78,80,78
85,248,66,63,60,50,51,52,81,79,85,84,88,57,80,42,40,74,76,74,67,74,43,32,29,32,32,39,34,38,70,84,75,80,58,78,61,75,34,68,58,59,51,58,55,81,83,82,78,78,78
82,253,77,62,41,75,40,30,90,81,75,94,90,68,65,55,30,38,67,72,70,82,35,35,66,40,56,60,58,45,74,85,90,76,59,78,56,79,37,57,64,71,62,64,50,77,85,82,85,88,78
84,250,89,70,53,73,49,26,88,73,84,77,88,66,74,52,30,66,86,76,75,84,37,47,64,71,32,54,40,41,75,81,75,77,71,80,73,78,29,59,79,51,77,79,74,55,84,84,87,74,78
84,280,38,34,25,25,25,25,96,67,85,74,86,48,69,40,35,75,78,82,69,84,32,32,28,30,25,36,25,30,80,82,55,76,54,78,52,82,25,44,57,55,78,74,80,86,84,82,78,94,78
83,265,26,26,26,26,26,26,88,37,34,74,84,51,91,88,90,73,55,42,34,86,26,26,26,60,40,69,58,76,93,91,88,94,79,89,78,88,61,54,80,52,80,80,84,71,88,90,85,89,79
81,254,88,80,35,35,27,25,83,78,80,86,88,60,40,58,40,60,80,82,80,86,45,30,45,30,31,52,48,52,80,85,85,90,70,74,72,77,42,62,74,75,72,74,70,80,81,84,79,86,79
83,247,89,81,54,75,31,25,88,80,85,85,92,64,85,58,35,76,82,74,73,75,50,40,28,64,40,69,28,60,75,79,78,81,40,52,41,39,28,45,64,55,55,74,30,93,86,94,80,89,79
84,265,71,32,34,25,25,25,87,56,77,79,87,61,87,63,77,63,68,73,30,77,27,37,25,42,37,70,62,58,68,75,93,66,67,81,74,87,40,52,87,50,89,90,82,77,86,87,86,71,79
83,250,67,41,31,25,25,25,78,59,55,91,88,46,75,69,35,70,71,68,62,76,35,32,37,64,35,50,46,58,79,78,82,82,72,87,74,88,46,69,80,63,87,84,85,65,81,82,79,92,79
81,225,60,54,42,28,25,25,85,76,55,88,92,65,79,44,40,75,79,60,48,82,32,44,40,49,27,44,38,58,85,84,60,90,70,84,76,82,32,54,58,68,50,58,75,87,89,88,79,85,79
84,250,80,54,45,76,35,30,66,69,50,82,88,57,80,55,45,60,70,78,70,74,30,25,30,58,39,61,48,68,83,80,70,75,68,75,70,74,40,64,75,70,85,75,50,80,80,82,84,85,79
85,265,79,75,53,58,36,27,75,77,79,82,74,65,74,52,34,71,75,84,67,74,38,54,62,68,39,50,26,38,89,97,84,78,78,89,82,84,44,68,88,55,69,90,84,36,70,71,87,89,79
83,235,71,34,27,27,27,27,88,80,70,70,95,79,80,80,45,79,73,75,70,81,37,65,73,72,64,65,48,75,68,78,92,83,66,79,71,77,48,68,70,60,68,70,75,70,80,82,79,80,79
